test_id,PM2.5,PM10,O3
fangshan_aq#13,86.0,89.1,73.9
fangshan_aq#14,90.2,89.1,68.9
fangshan_aq#15,90.2,87.9,61.0
fangshan_aq#16,89.5,78.3,51.7
fangshan_aq#17,61.3,110.9,50.8
fangshan_aq#18,63.5,94.8,49.8
fangshan_aq#19,75.4,99.0,11.4
fangshan_aq#20,156.1,104.1,7.2
fangshan_aq#21,167.5,138.1,11.4
fangshan_aq#22,167.4,161.5,7.6
fangshan_aq#23,173.1,270.2,7.9
fangshan_aq#24,71.2,232.9,15.6
fangshan_aq#25,71.0,170.0,43.7
fangshan_aq#26,71.0,170.2,71.4
fangshan_aq#27,70.7,182.6,92.9
fangshan_aq#28,80.4,172.2,102.6
fangshan_aq#29,63.7,183.7,123.4
fangshan_aq#30,45.2,183.5,127.9
fangshan_aq#31,35.9,175.2,133.1
fangshan_aq#32,44.1,171.6,127.3
fangshan_aq#33,19.0,90.6,119.0
fangshan_aq#34,28.6,174.6,119.0
fangshan_aq#35,30.3,195.3,111.1
fangshan_aq#36,38.9,216.5,93.4
fangshan_aq#37,17.6,47.9,80.6
fangshan_aq#38,17.8,49.0,85.9
fangshan_aq#39,15.7,51.1,70.7
fangshan_aq#40,38.2,178.3,52.1
fangshan_aq#41,43.0,168.2,36.1
fangshan_aq#42,69.5,181.6,40.0
fangshan_aq#43,60.2,217.8,17.1
fangshan_aq#44,54.3,209.1,23.1
fangshan_aq#45,58.1,200.1,3.7
fangshan_aq#46,66.5,200.1,10.2
fangshan_aq#47,65.1,200.1,27.3
daxing_aq#0,167.8,152.6,21.0
daxing_aq#1,167.8,146.8,63.2
daxing_aq#2,169.4,149.5,63.2
daxing_aq#3,163.0,97.1,93.0
daxing_aq#4,159.1,80.8,112.6
daxing_aq#5,59.7,83.4,128.0
daxing_aq#6,51.8,162.9,132.2
daxing_aq#7,55.3,162.2,147.2
daxing_aq#8,57.9,200.3,167.3
daxing_aq#9,54.7,101.7,168.2
daxing_aq#10,101.4,84.8,124.8
daxing_aq#11,102.2,86.9,145.4
daxing_aq#12,88.5,87.6,119.4
daxing_aq#13,88.3,80.8,71.4
daxing_aq#14,102.8,148.7,75.7
daxing_aq#15,65.6,101.0,96.8
daxing_aq#16,60.1,115.2,72.6
daxing_aq#17,62.9,134.1,31.5
daxing_aq#18,66.0,95.0,46.2
daxing_aq#19,78.4,108.2,12.0
daxing_aq#20,127.5,106.4,19.0
daxing_aq#21,165.6,139.9,7.4
daxing_aq#22,168.0,153.4,3.3
daxing_aq#23,174.4,78.3,3.6
daxing_aq#24,71.5,158.2,13.1
daxing_aq#25,99.3,165.0,42.5
daxing_aq#26,102.2,165.0,82.0
daxing_aq#27,105.4,166.8,94.3
daxing_aq#28,99.9,181.1,97.1
daxing_aq#29,104.5,187.8,109.0
daxing_aq#30,47.1,167.1,119.1
daxing_aq#31,36.4,174.5,125.0
daxing_aq#32,36.8,181.7,124.5
daxing_aq#33,11.0,58.4,101.1
daxing_aq#34,10.1,94.1,100.5
daxing_aq#35,10.4,56.5,94.3
daxing_aq#36,9.6,51.5,84.3
daxing_aq#37,9.9,40.3,63.5
daxing_aq#38,10.0,39.1,74.9
daxing_aq#39,9.6,57.5,54.4
daxing_aq#40,13.5,44.3,48.3
daxing_aq#41,23.8,130.9,40.3
daxing_aq#42,50.2,176.9,49.4
daxing_aq#43,54.2,207.8,19.4
daxing_aq#44,57.1,206.4,23.6
daxing_aq#45,56.0,202.9,9.4
daxing_aq#46,65.9,212.6,8.1
daxing_aq#47,65.1,212.8,19.8
yizhuang_aq#0,161.1,139.5,20.5
yizhuang_aq#1,161.1,132.1,63.3
yizhuang_aq#2,162.7,145.6,60.3
yizhuang_aq#3,158.1,97.1,93.0
yizhuang_aq#4,160.8,72.3,120.3
yizhuang_aq#5,59.7,70.5,144.4
yizhuang_aq#6,48.8,130.8,139.9
yizhuang_aq#7,50.4,193.3,159.3
yizhuang_aq#8,54.9,169.7,176.6
yizhuang_aq#9,50.0,172.1,184.1
yizhuang_aq#10,58.1,93.3,129.2
yizhuang_aq#11,99.7,82.5,144.1
yizhuang_aq#12,87.5,82.2,118.8
yizhuang_aq#13,87.3,81.9,71.1
yizhuang_aq#14,98.6,147.4,77.4
yizhuang_aq#15,63.6,101.0,89.9
yizhuang_aq#16,58.4,92.8,72.6
yizhuang_aq#17,59.3,129.4,31.5
yizhuang_aq#18,63.6,94.0,38.0
yizhuang_aq#19,75.4,107.3,20.8
yizhuang_aq#20,135.6,104.0,19.0
yizhuang_aq#21,158.9,124.4,7.4
yizhuang_aq#22,160.7,156.9,3.4
yizhuang_aq#23,166.8,76.4,3.8
yizhuang_aq#24,49.6,63.3,19.1
yizhuang_aq#25,73.6,94.5,42.5
yizhuang_aq#26,81.2,160.6,75.8
yizhuang_aq#27,73.8,167.1,96.0
yizhuang_aq#28,66.8,169.5,97.7
yizhuang_aq#29,78.6,182.4,108.7
yizhuang_aq#30,44.2,156.6,118.8
yizhuang_aq#31,37.8,161.3,124.4
yizhuang_aq#32,33.3,169.2,119.9
yizhuang_aq#33,11.2,54.4,96.7
yizhuang_aq#34,9.6,61.0,102.8
yizhuang_aq#35,7.8,58.9,103.1
yizhuang_aq#36,8.5,57.0,85.3
yizhuang_aq#37,12.3,36.7,70.5
yizhuang_aq#38,12.6,36.8,66.5
yizhuang_aq#39,9.4,58.7,61.4
yizhuang_aq#40,11.9,44.3,52.0
yizhuang_aq#41,13.5,67.2,43.7
yizhuang_aq#42,49.0,156.0,41.2
yizhuang_aq#43,54.3,193.4,17.6
yizhuang_aq#44,57.6,194.4,17.2
yizhuang_aq#45,56.4,197.6,9.1
yizhuang_aq#46,65.9,196.0,7.8
yizhuang_aq#47,64.5,205.8,16.6
tongzhou_aq#0,167.1,168.2,18.8
tongzhou_aq#1,167.1,167.8,67.3
tongzhou_aq#2,168.7,171.1,56.4
tongzhou_aq#3,163.4,97.1,90.3
tongzhou_aq#4,77.1,73.1,120.2
tongzhou_aq#5,66.9,57.5,148.4
tongzhou_aq#6,64.9,156.8,143.9
tongzhou_aq#7,68.4,193.1,182.0
tongzhou_aq#8,66.5,158.0,167.3
tongzhou_aq#9,64.4,104.0,141.1
tongzhou_aq#10,67.5,97.1,130.6
tongzhou_aq#11,109.9,83.3,128.4
tongzhou_aq#12,118.2,81.1,102.8
tongzhou_aq#13,28.0,81.5,96.6
tongzhou_aq#14,114.0,146.7,72.1
tongzhou_aq#15,99.5,98.7,63.9
tongzhou_aq#16,76.6,92.4,42.8
tongzhou_aq#17,74.2,112.6,37.6
tongzhou_aq#18,74.1,114.1,46.2
tongzhou_aq#19,76.0,104.1,22.2
tongzhou_aq#20,79.9,116.0,18.1
tongzhou_aq#21,81.8,123.7,11.4
tongzhou_aq#22,167.4,156.9,3.5
tongzhou_aq#23,173.7,79.2,3.9
tongzhou_aq#24,59.8,64.0,16.4
tongzhou_aq#25,82.4,167.0,44.2
tongzhou_aq#26,86.2,168.5,85.7
tongzhou_aq#27,81.5,187.6,93.5
tongzhou_aq#28,76.2,179.3,99.9
tongzhou_aq#29,90.2,191.6,108.2
tongzhou_aq#30,48.4,140.9,124.2
tongzhou_aq#31,20.8,75.5,118.7
tongzhou_aq#32,11.0,66.7,103.3
tongzhou_aq#33,10.9,68.4,95.7
tongzhou_aq#34,10.4,61.7,100.3
tongzhou_aq#35,9.7,66.7,104.4
tongzhou_aq#36,11.5,56.3,95.7
tongzhou_aq#37,11.8,58.4,77.0
tongzhou_aq#38,27.5,54.5,67.4
tongzhou_aq#39,13.4,52.3,54.9
tongzhou_aq#40,9.4,73.0,36.2
tongzhou_aq#41,13.8,85.6,35.4
tongzhou_aq#42,53.6,167.3,38.7
tongzhou_aq#43,82.2,202.9,21.0
tongzhou_aq#44,59.5,204.5,16.7
tongzhou_aq#45,58.4,205.4,11.7
tongzhou_aq#46,56.2,198.9,11.8
tongzhou_aq#47,70.0,198.9,8.2
shunyi_aq#0,167.1,150.5,26.3
shunyi_aq#1,167.1,143.3,68.4
shunyi_aq#2,169.8,145.2,64.5
shunyi_aq#3,168.7,168.4,93.7
shunyi_aq#4,158.9,87.1,105.4
shunyi_aq#5,61.6,62.1,135.7
shunyi_aq#6,56.4,171.1,145.8
shunyi_aq#7,58.3,170.4,168.0
shunyi_aq#8,65.3,96.0,169.3
shunyi_aq#9,82.3,101.0,140.4
shunyi_aq#10,126.7,87.3,133.6
shunyi_aq#11,130.1,82.7,137.3
shunyi_aq#12,135.0,81.5,101.8
shunyi_aq#13,109.3,145.6,94.6
shunyi_aq#14,103.7,145.6,86.0
shunyi_aq#15,115.3,98.7,66.2
shunyi_aq#16,110.7,92.4,70.9
shunyi_aq#17,90.9,101.2,44.6
shunyi_aq#18,66.8,117.8,53.0
shunyi_aq#19,66.6,98.7,32.9
shunyi_aq#20,66.6,106.2,21.1
shunyi_aq#21,79.1,106.6,10.8
shunyi_aq#22,158.4,134.8,16.2
shunyi_aq#23,167.2,265.6,18.3
shunyi_aq#24,48.9,76.5,32.8
shunyi_aq#25,77.0,163.7,40.1
shunyi_aq#26,75.1,162.6,69.9
shunyi_aq#27,70.0,174.8,92.2
shunyi_aq#28,62.1,173.9,99.9
shunyi_aq#29,77.6,174.7,108.2
shunyi_aq#30,48.0,146.5,124.2
shunyi_aq#31,21.6,71.4,119.8
shunyi_aq#32,11.1,49.1,109.1
shunyi_aq#33,8.2,58.9,99.2
shunyi_aq#34,10.2,45.2,101.9
shunyi_aq#35,9.2,48.8,102.3
shunyi_aq#36,9.3,53.6,99.1
shunyi_aq#37,12.8,39.3,93.3
shunyi_aq#38,14.1,39.3,73.8
shunyi_aq#39,12.6,44.5,53.8
shunyi_aq#40,12.3,54.8,53.6
shunyi_aq#41,11.9,46.6,42.7
shunyi_aq#42,38.1,154.8,24.4
shunyi_aq#43,69.7,182.3,25.8
shunyi_aq#44,41.4,184.7,19.7
shunyi_aq#45,51.6,191.4,14.5
shunyi_aq#46,52.2,188.6,31.8
shunyi_aq#47,69.2,194.6,29.3
pingchang_aq#0,167.1,128.2,31.9
pingchang_aq#1,167.1,127.8,54.2
pingchang_aq#2,169.8,129.5,52.2
pingchang_aq#3,168.7,133.6,91.7
pingchang_aq#4,169.8,154.0,94.0
pingchang_aq#5,163.5,199.5,108.0
pingchang_aq#6,74.8,166.5,124.4
pingchang_aq#7,55.2,158.5,150.7
pingchang_aq#8,51.0,126.3,152.7
pingchang_aq#9,57.1,91.9,165.8
pingchang_aq#10,101.3,89.1,194.6
pingchang_aq#11,100.3,85.2,134.0
pingchang_aq#12,91.7,151.6,126.3
pingchang_aq#13,105.3,148.0,86.5
pingchang_aq#14,98.7,149.2,85.3
pingchang_aq#15,88.3,102.9,58.1
pingchang_aq#16,85.6,139.7,65.2
pingchang_aq#17,83.3,88.1,70.5
pingchang_aq#18,56.6,87.1,57.1
pingchang_aq#19,71.4,85.5,29.5
pingchang_aq#20,131.0,95.3,35.4
pingchang_aq#21,163.4,127.0,14.4
pingchang_aq#22,166.0,151.0,16.0
pingchang_aq#23,166.0,259.5,19.5
pingchang_aq#24,46.2,89.1,16.4
pingchang_aq#25,46.2,89.1,35.6
pingchang_aq#26,59.4,89.1,71.1
pingchang_aq#27,70.6,131.6,86.5
pingchang_aq#28,88.1,166.0,95.0
pingchang_aq#29,67.8,144.7,106.4
pingchang_aq#30,49.4,166.7,122.2
pingchang_aq#31,39.7,166.9,123.9
pingchang_aq#32,52.6,175.3,122.7
pingchang_aq#33,10.0,51.2,103.3
pingchang_aq#34,9.3,81.8,106.1
pingchang_aq#35,12.3,76.2,96.6
pingchang_aq#36,9.9,67.5,90.1
pingchang_aq#37,11.8,41.2,95.8
pingchang_aq#38,12.8,42.1,86.2
pingchang_aq#39,13.0,42.1,65.9
pingchang_aq#40,13.9,43.1,46.7
pingchang_aq#41,14.5,60.0,33.5
pingchang_aq#42,20.1,64.0,39.8
pingchang_aq#43,37.6,163.8,20.6
pingchang_aq#44,44.5,177.4,26.8
pingchang_aq#45,46.1,187.2,29.1
pingchang_aq#46,57.6,201.7,37.8
pingchang_aq#47,56.7,195.2,36.1
mentougou_aq#0,167.1,129.2,43.6
mentougou_aq#1,167.1,140.2,69.3
mentougou_aq#2,171.3,131.1,59.6
mentougou_aq#3,171.3,145.4,93.5
mentougou_aq#4,171.3,162.2,100.1
mentougou_aq#5,152.6,211.9,116.2
mentougou_aq#6,80.9,200.6,120.2
mentougou_aq#7,52.3,150.5,139.3
mentougou_aq#8,54.7,101.7,156.8
mentougou_aq#9,98.2,86.8,185.4
mentougou_aq#10,100.0,87.3,168.1
mentougou_aq#11,103.9,84.5,127.2
mentougou_aq#12,86.8,84.2,133.7
mentougou_aq#13,86.8,86.9,80.4
mentougou_aq#14,93.9,83.9,78.1
mentougou_aq#15,91.7,103.3,69.4
mentougou_aq#16,88.8,94.2,72.2
mentougou_aq#17,87.0,110.6,61.5
mentougou_aq#18,64.1,81.5,49.5
mentougou_aq#19,78.6,111.6,34.2
mentougou_aq#20,155.4,99.6,35.6
mentougou_aq#21,167.1,135.1,40.1
mentougou_aq#22,167.0,157.1,40.1
mentougou_aq#23,175.9,270.2,41.5
mentougou_aq#24,70.7,166.1,39.3
mentougou_aq#25,88.2,152.8,54.5
mentougou_aq#26,86.1,152.9,75.0
mentougou_aq#27,69.9,149.7,95.6
mentougou_aq#28,79.6,150.9,101.6
mentougou_aq#29,68.4,167.8,116.0
mentougou_aq#30,51.0,174.2,122.7
mentougou_aq#31,36.2,153.8,124.4
mentougou_aq#32,34.9,155.0,129.1
mentougou_aq#33,28.3,142.8,102.5
mentougou_aq#34,27.3,148.2,118.2
mentougou_aq#35,37.5,171.3,101.4
mentougou_aq#36,13.4,51.9,87.9
mentougou_aq#37,15.6,38.6,98.6
mentougou_aq#38,12.0,53.9,80.6
mentougou_aq#39,10.8,54.7,60.8
mentougou_aq#40,17.3,45.5,51.5
mentougou_aq#41,30.0,58.1,35.3
mentougou_aq#42,44.8,163.5,44.3
mentougou_aq#43,46.9,202.7,26.0
mentougou_aq#44,60.0,190.7,30.3
mentougou_aq#45,53.6,185.8,36.5
mentougou_aq#46,59.1,187.6,34.6
mentougou_aq#47,62.1,189.5,35.9
pinggu_aq#0,162.1,139.2,42.4
pinggu_aq#1,163.2,136.6,57.8
pinggu_aq#2,165.0,149.0,58.2
pinggu_aq#3,163.9,145.2,103.9
pinggu_aq#4,84.5,206.1,109.4
pinggu_aq#5,57.0,165.6,141.4
pinggu_aq#6,58.7,113.5,145.5
pinggu_aq#7,56.5,85.7,183.6
pinggu_aq#8,61.0,92.5,132.0
pinggu_aq#9,105.5,94.5,138.2
pinggu_aq#10,107.7,87.3,135.0
pinggu_aq#11,107.4,144.6,109.7
pinggu_aq#12,108.4,144.5,105.0
pinggu_aq#13,114.2,144.9,81.6
pinggu_aq#14,104.8,144.9,72.8
pinggu_aq#15,96.7,98.7,66.3
pinggu_aq#16,89.7,92.4,71.3
pinggu_aq#17,86.5,105.8,66.7
pinggu_aq#18,61.9,90.1,51.8
pinggu_aq#19,79.0,97.7,34.2
pinggu_aq#20,158.7,108.5,35.4
pinggu_aq#21,167.4,156.6,42.0
pinggu_aq#22,166.1,159.2,43.3
pinggu_aq#23,166.1,174.9,44.4
pinggu_aq#24,74.3,219.0,43.1
pinggu_aq#25,77.9,159.2,40.2
pinggu_aq#26,72.8,160.7,80.6
pinggu_aq#27,75.5,187.3,98.7
pinggu_aq#28,87.3,154.5,110.7
pinggu_aq#29,72.6,145.4,111.6
pinggu_aq#30,23.5,74.7,118.2
pinggu_aq#31,11.8,62.0,103.9
pinggu_aq#32,11.2,65.9,104.5
pinggu_aq#33,10.7,57.5,98.8
pinggu_aq#34,11.1,48.1,97.7
pinggu_aq#35,10.7,43.5,113.0
pinggu_aq#36,10.7,47.1,96.3
pinggu_aq#37,10.4,38.9,84.6
pinggu_aq#38,10.4,38.7,68.5
pinggu_aq#39,12.7,51.5,66.4
pinggu_aq#40,9.1,45.8,58.7
pinggu_aq#41,11.6,73.3,42.1
pinggu_aq#42,39.6,154.6,59.7
pinggu_aq#43,43.0,194.6,48.2
pinggu_aq#44,43.2,180.9,50.5
pinggu_aq#45,50.9,197.5,47.6
pinggu_aq#46,40.7,177.0,51.9
pinggu_aq#47,42.6,181.9,51.3
huairou_aq#0,166.0,122.0,28.9
huairou_aq#1,167.1,123.3,57.5
huairou_aq#2,169.8,123.0,55.5
huairou_aq#3,169.8,144.2,90.8
huairou_aq#4,169.8,199.3,100.4
huairou_aq#5,82.4,211.0,108.4
huairou_aq#6,56.3,175.6,129.3
huairou_aq#7,52.5,141.0,158.7
huairou_aq#8,53.8,89.4,183.9
huairou_aq#9,96.3,84.3,134.2
huairou_aq#10,102.0,92.4,135.3
huairou_aq#11,104.2,83.3,132.4
huairou_aq#12,92.4,83.3,106.3
huairou_aq#13,109.0,147.3,82.4
huairou_aq#14,105.2,147.3,78.9
huairou_aq#15,93.1,99.3,70.0
huairou_aq#16,85.0,97.2,69.0
huairou_aq#17,79.7,113.2,45.8
huairou_aq#18,57.6,103.5,52.9
huairou_aq#19,61.3,98.7,62.3
huairou_aq#20,79.0,104.2,58.9
huairou_aq#21,155.8,109.2,37.4
huairou_aq#22,167.4,154.9,34.0
huairou_aq#23,165.1,263.4,33.4
huairou_aq#24,47.8,80.2,30.2
huairou_aq#25,76.2,175.1,56.4
huairou_aq#26,74.3,176.8,71.4
huairou_aq#27,75.4,175.6,94.2
huairou_aq#28,72.1,162.1,99.0
huairou_aq#29,79.5,152.7,106.0
huairou_aq#30,49.2,214.7,125.4
huairou_aq#31,34.3,174.3,121.8
huairou_aq#32,17.3,56.7,103.3
huairou_aq#33,8.9,58.9,103.3
huairou_aq#34,8.7,62.4,103.2
huairou_aq#35,9.7,36.6,105.7
huairou_aq#36,10.7,40.3,100.1
huairou_aq#37,10.3,40.6,83.4
huairou_aq#38,11.0,36.0,67.9
huairou_aq#39,12.8,41.2,55.4
huairou_aq#40,12.3,41.5,54.1
huairou_aq#41,11.9,58.1,45.3
huairou_aq#42,25.9,101.9,55.1
huairou_aq#43,45.2,182.3,62.2
huairou_aq#44,43.5,192.5,56.1
huairou_aq#45,47.0,185.8,38.7
huairou_aq#46,61.2,185.6,39.5
huairou_aq#47,61.9,187.0,39.9
miyun_aq#0,166.0,138.7,25.8
miyun_aq#1,167.1,139.7,58.4
miyun_aq#2,169.8,144.8,52.8
miyun_aq#3,169.8,144.4,93.0
miyun_aq#4,160.7,215.0,108.2
miyun_aq#5,61.0,182.7,109.3
miyun_aq#6,57.7,125.1,139.0
miyun_aq#7,62.1,75.4,183.7
miyun_aq#8,55.4,87.0,142.6
miyun_aq#9,97.7,88.0,138.6
miyun_aq#10,104.5,82.1,125.0
miyun_aq#11,115.1,81.2,118.3
miyun_aq#12,111.1,141.3,89.3
miyun_aq#13,114.6,142.4,83.0
miyun_aq#14,107.9,145.1,64.1
miyun_aq#15,93.1,93.2,67.8
miyun_aq#16,94.0,92.3,59.7
miyun_aq#17,82.6,106.9,38.8
miyun_aq#18,62.4,99.0,33.6
miyun_aq#19,63.5,102.5,26.0
miyun_aq#20,79.0,109.1,23.7
miyun_aq#21,158.4,111.7,18.1
miyun_aq#22,167.4,154.7,13.2
miyun_aq#23,173.7,265.5,13.2
miyun_aq#24,64.2,174.5,25.2
miyun_aq#25,71.9,164.5,50.0
miyun_aq#26,73.5,167.7,74.8
miyun_aq#27,81.3,177.3,100.3
miyun_aq#28,80.4,172.2,107.7
miyun_aq#29,79.8,159.0,107.6
miyun_aq#30,46.3,167.0,125.4
miyun_aq#31,19.3,94.7,122.9
miyun_aq#32,10.2,73.2,105.8
miyun_aq#33,8.5,66.3,106.8
miyun_aq#34,9.0,63.8,112.4
miyun_aq#35,10.3,54.7,119.4
miyun_aq#36,10.9,36.9,86.8
miyun_aq#37,9.1,37.6,89.1
miyun_aq#38,13.0,43.0,86.4
miyun_aq#39,15.1,41.9,46.6
miyun_aq#40,7.8,64.4,52.1
miyun_aq#41,10.1,67.8,31.6
miyun_aq#42,42.5,130.3,29.2
miyun_aq#43,59.6,153.7,18.7
miyun_aq#44,43.5,155.4,20.7
miyun_aq#45,42.6,190.9,18.6
miyun_aq#46,45.0,191.6,15.9
miyun_aq#47,45.0,189.5,16.3
yanqin_aq#0,166.0,172.4,33.7
yanqin_aq#1,166.0,147.9,51.1
yanqin_aq#2,170.7,145.2,58.9
yanqin_aq#3,166.8,160.5,88.9
yanqin_aq#4,91.5,129.9,100.5
yanqin_aq#5,73.1,106.0,114.5
yanqin_aq#6,73.1,96.2,139.8
yanqin_aq#7,58.6,111.1,142.8
yanqin_aq#8,52.2,100.9,166.8
yanqin_aq#9,96.5,94.6,130.6
yanqin_aq#10,93.2,89.7,126.7
yanqin_aq#11,113.6,92.3,100.9
yanqin_aq#12,104.7,142.7,104.3
yanqin_aq#13,107.9,143.1,96.5
yanqin_aq#14,104.0,143.1,67.3
yanqin_aq#15,40.6,100.3,59.5
yanqin_aq#16,74.5,106.2,56.0
yanqin_aq#17,83.4,141.0,39.5
yanqin_aq#18,87.0,145.9,44.5
yanqin_aq#19,62.9,155.5,9.0
yanqin_aq#20,80.4,189.7,8.2
yanqin_aq#21,158.4,167.6,3.4
yanqin_aq#22,167.2,166.7,8.4
yanqin_aq#23,167.2,267.4,13.5
yanqin_aq#24,46.5,88.3,20.8
yanqin_aq#25,37.7,101.0,46.3
yanqin_aq#26,42.3,101.6,75.0
yanqin_aq#27,43.8,88.8,88.0
yanqin_aq#28,44.7,90.1,103.8
yanqin_aq#29,29.8,79.0,114.1
yanqin_aq#30,39.0,150.3,112.8
yanqin_aq#31,25.0,136.2,111.4
yanqin_aq#32,30.7,142.4,113.4
yanqin_aq#33,8.8,72.1,111.4
yanqin_aq#34,16.2,78.8,113.1
yanqin_aq#35,15.5,68.5,109.7
yanqin_aq#36,17.8,62.5,102.9
yanqin_aq#37,16.4,74.3,82.3
yanqin_aq#38,14.2,74.3,80.3
yanqin_aq#39,17.0,79.6,69.3
yanqin_aq#40,16.1,66.9,60.8
yanqin_aq#41,12.4,67.0,42.6
yanqin_aq#42,28.5,74.9,48.7
yanqin_aq#43,36.5,162.9,22.8
yanqin_aq#44,58.4,177.1,16.0
yanqin_aq#45,56.7,186.4,11.7
yanqin_aq#46,60.1,185.0,16.0
yanqin_aq#47,74.5,185.9,20.0
dingling_aq#0,166.0,128.4,35.2
dingling_aq#1,167.1,139.1,58.0
dingling_aq#2,170.2,134.7,58.0
dingling_aq#3,169.1,145.7,87.6
dingling_aq#4,170.2,159.1,101.7
dingling_aq#5,159.8,213.1,109.7
dingling_aq#6,61.3,187.7,120.5
dingling_aq#7,56.2,158.5,150.7
dingling_aq#8,58.0,141.3,156.5
dingling_aq#9,97.2,85.2,185.6
dingling_aq#10,101.4,89.4,130.9
dingling_aq#11,102.3,86.4,144.6
dingling_aq#12,104.1,147.0,124.0
dingling_aq#13,102.9,141.7,75.6
dingling_aq#14,100.5,141.7,67.4
dingling_aq#15,93.4,101.2,69.3
dingling_aq#16,84.4,104.2,74.8
dingling_aq#17,84.3,80.4,69.8
dingling_aq#18,81.6,77.9,57.6
dingling_aq#19,78.8,96.5,56.3
dingling_aq#20,156.2,86.8,50.9
dingling_aq#21,167.6,118.3,47.6
dingling_aq#22,166.2,139.5,48.1
dingling_aq#23,166.2,250.9,45.8
dingling_aq#24,51.1,88.5,28.0
dingling_aq#25,51.1,88.5,45.9
dingling_aq#26,55.7,88.5,71.1
dingling_aq#27,79.5,113.5,88.6
dingling_aq#28,81.3,110.6,102.7
dingling_aq#29,75.6,125.9,111.4
dingling_aq#30,35.2,162.1,119.6
dingling_aq#31,31.6,157.2,124.7
dingling_aq#32,40.2,151.9,136.4
dingling_aq#33,10.2,66.5,111.9
dingling_aq#34,9.5,86.1,109.8
dingling_aq#35,12.3,57.0,98.8
dingling_aq#36,9.7,43.6,95.0
dingling_aq#37,11.9,39.9,77.0
dingling_aq#38,12.8,39.9,66.0
dingling_aq#39,13.1,40.5,76.9
dingling_aq#40,13.6,45.6,51.8
dingling_aq#41,12.3,45.9,42.7
dingling_aq#42,18.8,49.0,58.4
dingling_aq#43,42.5,149.4,51.7
dingling_aq#44,45.0,149.8,50.0
dingling_aq#45,52.7,176.2,44.4
dingling_aq#46,61.9,181.6,43.8
dingling_aq#47,60.6,157.8,37.7
badaling_aq#0,166.0,112.1,35.0
badaling_aq#1,166.0,111.6,51.0
badaling_aq#2,159.6,135.8,60.9
badaling_aq#3,103.4,133.7,96.8
badaling_aq#4,73.3,122.2,86.2
badaling_aq#5,75.7,106.3,118.6
badaling_aq#6,77.1,110.2,134.3
badaling_aq#7,70.1,116.5,141.0
badaling_aq#8,68.9,111.2,161.0
badaling_aq#9,112.1,103.5,131.0
badaling_aq#10,117.8,95.8,121.1
badaling_aq#11,139.3,92.2,118.3
badaling_aq#12,21.5,93.2,98.7
badaling_aq#13,112.5,160.5,81.0
badaling_aq#14,108.2,163.1,70.3
badaling_aq#15,106.5,105.3,47.5
badaling_aq#16,94.3,111.6,36.7
badaling_aq#17,92.8,116.3,29.3
badaling_aq#18,91.1,128.1,22.4
badaling_aq#19,70.6,124.1,8.2
badaling_aq#20,77.1,127.1,8.2
badaling_aq#21,96.4,152.2,6.6
badaling_aq#22,162.8,145.0,9.1
badaling_aq#23,178.8,263.6,10.5
badaling_aq#24,44.1,89.9,28.0
badaling_aq#25,49.2,89.9,44.3
badaling_aq#26,61.1,134.7,73.0
badaling_aq#27,60.3,138.8,96.8
badaling_aq#28,67.8,92.6,94.6
badaling_aq#29,59.4,107.7,108.8
badaling_aq#30,45.0,161.2,117.8
badaling_aq#31,25.0,134.2,104.7
badaling_aq#32,64.9,147.4,108.0
badaling_aq#33,29.9,164.3,107.5
badaling_aq#34,16.8,86.7,108.9
badaling_aq#35,12.7,83.2,89.4
badaling_aq#36,11.9,78.4,74.8
badaling_aq#37,8.9,37.2,54.1
badaling_aq#38,10.0,35.0,50.7
badaling_aq#39,10.6,57.3,40.8
badaling_aq#40,13.1,60.2,50.3
badaling_aq#41,20.0,55.7,38.7
badaling_aq#42,53.4,158.1,22.5
badaling_aq#43,44.9,170.7,13.2
badaling_aq#44,60.2,180.4,19.1
badaling_aq#45,51.1,189.6,16.6
badaling_aq#46,53.9,187.0,10.7
badaling_aq#47,67.4,176.2,20.9
miyunshuiku_aq#0,166.0,198.0,49.2
miyunshuiku_aq#1,166.0,120.2,72.0
miyunshuiku_aq#2,169.8,105.5,58.1
miyunshuiku_aq#3,169.8,110.9,106.0
miyunshuiku_aq#4,93.5,123.3,113.3
miyunshuiku_aq#5,73.3,174.2,121.1
miyunshuiku_aq#6,61.7,134.4,131.2
miyunshuiku_aq#7,54.8,73.7,172.4
miyunshuiku_aq#8,95.5,78.7,135.5
miyunshuiku_aq#9,95.5,132.4,128.8
miyunshuiku_aq#10,106.7,136.7,124.5
miyunshuiku_aq#11,111.0,138.1,117.0
miyunshuiku_aq#12,115.9,129.0,106.8
miyunshuiku_aq#13,116.7,135.2,99.7
miyunshuiku_aq#14,112.8,139.7,94.2
miyunshuiku_aq#15,92.4,96.8,73.3
miyunshuiku_aq#16,85.0,92.3,84.0
miyunshuiku_aq#17,78.8,118.9,47.1
miyunshuiku_aq#18,60.8,108.4,65.8
miyunshuiku_aq#19,59.6,102.5,49.9
miyunshuiku_aq#20,75.5,109.8,43.1
miyunshuiku_aq#21,78.0,115.9,43.1
miyunshuiku_aq#22,156.8,143.7,43.0
miyunshuiku_aq#23,173.7,254.9,51.8
miyunshuiku_aq#24,50.4,68.6,59.3
miyunshuiku_aq#25,59.0,146.9,61.5
miyunshuiku_aq#26,51.9,152.0,82.2
