,station_id,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration,time,hour,day,month,dayofweek,PM10_3,PM10_3B,PM10_3C,businessHours,met_station,humidity,pressure,temperature,weather,wind_direction,wind_speed,latitude,longitude
7810,nongzhanguan_aq,13.0,50.0,35.0,0.3,56.0,2.0,2018-04-10 13:00:00,13,10,4,1,45.0,50.0,47.0,0,chaoyang_meo,27.0,1006.0,17.4,CLEAR_DAY,269.0,1.6,39.9525,116.50083329999998
7811,wanliu_aq,3.0,20.0,10.0,0.1,96.0,2.0,2018-04-10 13:00:00,13,10,4,1,20.0,37.0,37.0,0,hadian_meo,24.0,1004.6,18.1,CLEAR_DAY,327.0,2.1,39.98694444,116.29055559999999
7812,beibuxinqu_aq,6.0,29.0,18.0,0.2,80.0,2.0,2018-04-10 13:00:00,13,10,4,1,36.0,45.0,34.0,0,beijing_grid_263,24.0,989.8508,16.0,CLEAR_NIGHT,330.98,9.56,40.1,116.2
7813,zhiwuyuan_aq,,,,,,,2018-04-10 13:00:00,13,10,4,1,,,,0,beijing_grid_262,23.0,996.4137,17.0,CLEAR_NIGHT,339.66,8.58,40.0,116.2
7814,fengtaihuayuan_aq,6.0,38.0,27.0,0.2,70.0,2.0,2018-04-10 13:00:00,13,10,4,1,47.0,47.0,40.0,0,fengtai_meo,22.0,1004.0,18.9,CLEAR_DAY,284.0,2.6,39.87027778,116.2452778
7815,yungang_aq,5.0,31.0,5.0,0.2,100.0,2.0,2018-04-10 13:00:00,13,10,4,1,39.0,44.0,47.0,0,beijing_grid_239,23.0,991.6814,17.0,CLEAR_NIGHT,347.19,6.87,39.8,116.1
7816,gucheng_aq,9.0,15.0,14.0,0.2,93.0,2.0,2018-04-10 13:00:00,13,10,4,1,46.0,53.0,44.0,0,beijing_grid_261,23.0,995.5937,17.0,CLEAR_NIGHT,345.51,7.82,39.9,116.2
7817,fangshan_aq,8.0,46.0,18.0,0.2,91.0,2.0,2018-04-10 13:00:00,13,10,4,1,40.0,45.0,56.0,0,,,,,,,,,
7818,daxing_aq,6.0,38.0,23.0,0.4,72.0,2.0,2018-04-10 13:00:00,13,10,4,1,52.0,51.0,48.0,0,beijing_grid_301,24.0,1006.2443,16.0,CLEAR_NIGHT,352.16,6.96,39.7,116.4
7819,yizhuang_aq,5.0,38.0,29.0,0.3,69.0,2.0,2018-04-10 13:00:00,13,10,4,1,40.0,40.0,36.0,0,beijing_grid_323,25.0,1006.6528,17.0,CLEAR_NIGHT,346.86,6.97,39.8,116.5
7820,tongzhou_aq,14.0,61.0,27.0,0.3,65.0,2.0,2018-04-10 13:00:00,13,10,4,1,61.0,65.0,77.0,0,beijing_grid_366,28.0,1007.4957,15.0,CLEAR_NIGHT,343.08,5.98,39.9,116.7
7821,shunyi_aq,8.0,43.0,11.0,0.4,89.0,2.0,2018-04-10 13:00:00,13,10,4,1,49.0,60.0,57.0,0,shunyi_meo,22.0,1006.3,18.4,CLEAR_DAY,323.0,3.8,40.12666667,116.61527779999999
7822,pingchang_aq,7.0,46.0,12.0,0.3,87.0,8.0,2018-04-10 13:00:00,13,10,4,1,20.0,78.0,49.0,0,pingchang_meo,23.0,1001.2,17.4,CLEAR_DAY,320.0,3.4,40.22333333,116.21166670000001
7823,mentougou_aq,8.0,25.0,14.0,0.3,94.0,3.0,2018-04-10 13:00:00,13,10,4,1,40.0,46.0,36.0,0,beijing_grid_240,25.0,979.7818,16.0,CLEAR_NIGHT,338.6,9.67,39.9,116.1
7824,pinggu_aq,11.0,67.0,9.0,0.3,89.0,3.0,2018-04-10 13:00:00,13,10,4,1,53.0,35.0,35.0,0,pinggu_meo,27.0,1005.7,16.7,CLEAR_DAY,24.0,1.8,40.16944444,117.1177778
7825,huairou_aq,11.0,58.0,9.0,0.3,80.0,2.0,2018-04-10 13:00:00,13,10,4,1,57.0,35.0,6.0,0,huairou_meo,23.0,1000.7,17.7,CLEAR_DAY,328.0,3.0,40.35777778,116.62694440000001
7826,miyun_aq,9.0,72.0,9.0,0.3,95.0,2.0,2018-04-10 13:00:00,13,10,4,1,70.0,55.0,33.0,0,miyun_meo,29.0,1001.1,16.2,CLEAR_DAY,1.0,2.2,40.3775,116.86416670000001
7827,yanqin_aq,8.0,38.0,11.0,0.3,85.0,2.0,2018-04-10 13:00:00,13,10,4,1,34.0,40.0,46.0,0,yanqin_meo,,,,,,,,
7828,dingling_aq,4.0,32.0,5.0,0.1,103.0,2.0,2018-04-10 13:00:00,13,10,4,1,33.0,38.0,44.0,0,beijing_grid_265,29.0,970.7282,16.0,CLEAR_NIGHT,322.22,10.75,40.3,116.2
7829,badaling_aq,8.0,39.0,9.0,0.2,93.0,2.0,2018-04-10 13:00:00,13,10,4,1,23.0,36.0,49.0,0,beijing_grid_224,33.0,940.0044,13.0,CLEAR_NIGHT,317.4,13.0,40.4,116.0
7830,miyunshuiku_aq,14.0,108.0,6.0,0.2,88.0,2.0,2018-04-10 13:00:00,13,10,4,1,81.0,55.0,31.0,0,beijing_grid_414,36.0,975.2361,14.0,CLEAR_NIGHT,350.63,6.76,40.5,116.9
7831,donggaocun_aq,14.0,49.0,13.0,0.2,89.0,2.0,2018-04-10 13:00:00,13,10,4,1,48.0,22.0,30.0,0,beijing_grid_452,36.0,995.6781,16.0,CLEAR_NIGHT,344.54,7.46,40.1,117.1
7832,yongledian_aq,15.0,41.0,18.0,0.2,96.0,2.0,2018-04-10 13:00:00,13,10,4,1,43.0,49.0,58.0,0,beijing_grid_385,29.0,1008.337,15.0,CLEAR_NIGHT,348.62,6.66,39.7,116.8
7833,yufa_aq,10.0,64.0,8.0,0.2,89.0,2.0,2018-04-10 13:00:00,13,10,4,1,45.0,56.0,144.0,0,beijing_grid_278,24.0,1007.3921,17.0,CLEAR_NIGHT,358.57,7.82,39.5,116.3
7834,liulihe_aq,9.0,24.0,6.0,0.2,87.0,2.0,2018-04-10 13:00:00,13,10,4,1,25.0,33.0,54.0,0,beijing_grid_216,24.0,1000.0393,17.0,CLEAR_NIGHT,357.09,5.57,39.6,116.0
7835,qianmen_aq,11.0,18.0,15.0,0.3,86.0,2.0,2018-04-10 13:00:00,13,10,4,1,35.0,40.0,39.0,0,beijing_grid_303,23.0,1004.9761,17.0,CLEAR_NIGHT,345.82,6.57,39.9,116.4
7836,yongdingmennei_aq,9.0,22.0,18.0,0.3,94.0,2.0,2018-04-10 13:00:00,13,10,4,1,33.0,38.0,32.0,0,beijing_grid_303,23.0,1004.9761,17.0,CLEAR_NIGHT,345.82,6.57,39.9,116.4
7837,xizhimenbei_aq,12.0,27.0,29.0,0.3,73.0,2.0,2018-04-10 13:00:00,13,10,4,1,39.0,40.0,40.0,0,beijing_grid_304,23.0,1003.0728,17.0,CLEAR_NIGHT,337.53,6.48,40.0,116.4
7838,nansanhuan_aq,4.0,49.0,43.0,0.4,61.0,3.0,2018-04-10 13:00:00,13,10,4,1,43.0,50.0,42.0,0,beijing_grid_303,23.0,1004.9761,17.0,CLEAR_NIGHT,345.82,6.57,39.9,116.4
7839,dongsihuan_aq,5.0,43.0,25.0,0.3,63.0,2.0,2018-04-10 13:00:00,13,10,4,1,36.0,41.0,41.0,0,chaoyang_meo,27.0,1006.0,17.4,CLEAR_DAY,269.0,1.6,39.9525,116.50083329999998
7840,dongsi_aq,6.0,30.0,15.0,0.2,84.0,2.0,2018-04-10 14:00:00,14,10,4,1,37.0,48.0,54.0,0,beijing_grid_303,24.0,1005.7013,15.0,CLEAR_NIGHT,341.69,5.17,39.9,116.4
7841,tiantan_aq,11.0,31.0,24.0,0.3,70.0,2.0,2018-04-10 14:00:00,14,10,4,1,38.0,41.0,35.0,0,beijing_grid_303,24.0,1005.7013,15.0,CLEAR_NIGHT,341.69,5.17,39.9,116.4
7842,guanyuan_aq,18.0,23.0,22.0,0.2,86.0,5.0,2018-04-10 14:00:00,14,10,4,1,32.0,41.0,41.0,0,beijing_grid_282,24.0,1003.7259,15.0,CLEAR_NIGHT,342.66,5.32,39.9,116.3
7843,wanshouxigong_aq,9.0,32.0,11.0,0.3,82.0,3.0,2018-04-10 14:00:00,14,10,4,1,37.0,44.0,46.0,0,beijing_grid_303,24.0,1005.7013,15.0,CLEAR_NIGHT,341.69,5.17,39.9,116.4
7844,aotizhongxin_aq,7.0,23.0,20.0,0.1,70.0,2.0,2018-04-10 14:00:00,14,10,4,1,38.0,49.0,48.0,0,beijing_grid_304,24.0,1004.8614,15.0,CLEAR_NIGHT,336.2,4.85,40.0,116.4
7845,nongzhanguan_aq,9.0,35.0,35.0,0.3,56.0,2.0,2018-04-10 14:00:00,14,10,4,1,50.0,45.0,50.0,0,chaoyang_meo,25.0,1006.7,17.2,CLEAR_DAY,295.0,0.7,39.9525,116.50083329999998
7846,wanliu_aq,3.0,23.0,14.0,0.1,90.0,2.0,2018-04-10 14:00:00,14,10,4,1,20.0,20.0,37.0,0,hadian_meo,23.0,1005.2,17.7,CLEAR_DAY,337.0,2.5,39.98694444,116.29055559999999
7847,beibuxinqu_aq,6.0,23.0,19.0,0.2,78.0,2.0,2018-04-10 14:00:00,14,10,4,1,29.0,36.0,45.0,0,beijing_grid_263,26.0,990.6809,15.0,CLEAR_NIGHT,326.4,7.73,40.1,116.2
7848,zhiwuyuan_aq,,,,,,,2018-04-10 14:00:00,14,10,4,1,,,,0,beijing_grid_262,24.0,997.2926,15.0,CLEAR_NIGHT,334.7,6.4,40.0,116.2
7849,fengtaihuayuan_aq,8.0,29.0,28.0,0.2,68.0,2.0,2018-04-10 14:00:00,14,10,4,1,38.0,47.0,47.0,0,fengtai_meo,23.0,1004.4,17.9,CLEAR_DAY,306.0,1.9,39.87027778,116.2452778
7850,yungang_aq,7.0,20.0,5.0,0.2,100.0,2.0,2018-04-10 14:00:00,14,10,4,1,31.0,39.0,44.0,0,beijing_grid_239,24.0,998.5137,16.0,CLEAR_NIGHT,350.49,4.42,39.8,116.1
7851,gucheng_aq,10.0,14.0,16.0,0.2,93.0,2.0,2018-04-10 14:00:00,14,10,4,1,15.0,46.0,53.0,0,beijing_grid_261,24.0,996.7515,15.0,CLEAR_NIGHT,340.8,5.8,39.9,116.2
7852,fangshan_aq,6.0,26.0,21.0,0.2,89.0,2.0,2018-04-10 14:00:00,14,10,4,1,46.0,40.0,45.0,0,,,,,,,,,
7853,daxing_aq,5.0,26.0,21.0,0.4,73.0,2.0,2018-04-10 14:00:00,14,10,4,1,38.0,52.0,51.0,0,beijing_grid_301,25.0,1007.2413,15.0,CLEAR_NIGHT,349.34,6.09,39.7,116.4
7854,yizhuang_aq,4.0,28.0,22.0,0.3,78.0,2.0,2018-04-10 14:00:00,14,10,4,1,38.0,40.0,40.0,0,beijing_grid_323,26.0,1007.4332,15.0,CLEAR_NIGHT,341.12,5.91,39.8,116.5
7855,tongzhou_aq,12.0,57.0,29.0,0.3,63.0,2.0,2018-04-10 14:00:00,14,10,4,1,61.0,61.0,65.0,0,beijing_grid_366,29.0,1008.4981,14.0,CLEAR_NIGHT,334.33,5.39,39.9,116.7
7856,shunyi_aq,9.0,51.0,8.0,0.4,92.0,2.0,2018-04-10 14:00:00,14,10,4,1,43.0,49.0,60.0,0,shunyi_meo,24.0,1007.1,17.7,CLEAR_DAY,321.0,3.5,40.12666667,116.61527779999999
7857,pingchang_aq,5.0,35.0,11.0,0.3,86.0,7.0,2018-04-10 14:00:00,14,10,4,1,46.0,20.0,78.0,0,pingchang_meo,24.0,1001.7,16.8,CLEAR_DAY,254.0,1.8,40.22333333,116.21166670000001
7858,mentougou_aq,6.0,19.0,14.0,0.3,94.0,3.0,2018-04-10 14:00:00,14,10,4,1,25.0,40.0,46.0,0,beijing_grid_240,27.0,983.9262,15.0,CLEAR_NIGHT,333.13,6.56,39.9,116.1
7859,pinggu_aq,12.0,79.0,12.0,0.3,83.0,3.0,2018-04-10 14:00:00,14,10,4,1,67.0,53.0,35.0,0,pinggu_meo,33.0,1006.6,14.4,CLEAR_DAY,262.0,0.5,40.16944444,117.1177778
7860,huairou_aq,11.0,28.0,3.0,0.2,96.0,2.0,2018-04-10 14:00:00,14,10,4,1,58.0,57.0,35.0,0,huairou_meo,25.0,1001.4,16.5,CLEAR_DAY,273.0,1.0,40.35777778,116.62694440000001
7861,miyun_aq,8.0,70.0,11.0,0.2,91.0,2.0,2018-04-10 14:00:00,14,10,4,1,72.0,70.0,55.0,0,miyun_meo,35.0,1002.0,14.0,CLEAR_DAY,142.0,2.0,40.3775,116.86416670000001
7862,yanqin_aq,6.0,31.0,13.0,0.2,83.0,2.0,2018-04-10 14:00:00,14,10,4,1,38.0,34.0,40.0,0,yanqin_meo,,,,,,,,
7863,dingling_aq,6.0,28.0,4.0,0.1,103.0,2.0,2018-04-10 14:00:00,14,10,4,1,32.0,33.0,38.0,0,beijing_grid_265,31.0,971.4633,15.0,CLEAR_NIGHT,319.69,9.54,40.3,116.2
7864,badaling_aq,8.0,44.0,35.0,0.2,61.0,2.0,2018-04-10 14:00:00,14,10,4,1,39.0,23.0,36.0,0,beijing_grid_224,35.0,940.6064,12.0,CLEAR_NIGHT,314.92,12.66,40.4,116.0
7865,miyunshuiku_aq,13.0,99.0,6.0,0.2,84.0,2.0,2018-04-10 14:00:00,14,10,4,1,108.0,81.0,55.0,0,beijing_grid_414,37.0,976.0236,13.0,CLEAR_NIGHT,343.73,5.8,40.5,116.9
7866,donggaocun_aq,3.0,60.0,14.0,0.2,83.0,2.0,2018-04-10 14:00:00,14,10,4,1,49.0,48.0,22.0,0,beijing_grid_452,37.0,996.5914,14.0,CLEAR_NIGHT,338.23,6.61,40.1,117.1
7867,yongledian_aq,3.0,41.0,62.0,0.3,45.0,2.0,2018-04-10 14:00:00,14,10,4,1,41.0,43.0,49.0,0,beijing_grid_385,30.0,1009.2398,14.0,CLEAR_NIGHT,336.78,6.55,39.7,116.8
7868,yufa_aq,16.0,48.0,11.0,0.2,85.0,2.0,2018-04-10 14:00:00,14,10,4,1,64.0,45.0,56.0,0,beijing_grid_278,25.0,1008.2688,15.0,CLEAR_NIGHT,1.69,7.57,39.5,116.3
7869,liulihe_aq,3.0,19.0,9.0,0.2,80.0,2.0,2018-04-10 14:00:00,14,10,4,1,24.0,25.0,33.0,0,beijing_grid_216,25.0,1000.8813,17.0,CLEAR_NIGHT,4.66,4.67,39.6,116.0
7870,qianmen_aq,15.0,22.0,17.0,0.2,82.0,2.0,2018-04-10 14:00:00,14,10,4,1,18.0,35.0,40.0,0,beijing_grid_303,24.0,1005.7013,15.0,CLEAR_NIGHT,341.69,5.17,39.9,116.4
7871,yongdingmennei_aq,3.0,19.0,18.0,0.3,94.0,2.0,2018-04-10 14:00:00,14,10,4,1,22.0,33.0,38.0,0,beijing_grid_303,24.0,1005.7013,15.0,CLEAR_NIGHT,341.69,5.17,39.9,116.4
7872,xizhimenbei_aq,10.0,25.0,32.0,0.3,68.0,2.0,2018-04-10 14:00:00,14,10,4,1,27.0,39.0,40.0,0,beijing_grid_304,24.0,1004.8614,15.0,CLEAR_NIGHT,336.2,4.85,40.0,116.4
7873,nansanhuan_aq,3.0,32.0,43.0,0.3,60.0,2.0,2018-04-10 14:00:00,14,10,4,1,49.0,43.0,50.0,0,beijing_grid_303,24.0,1005.7013,15.0,CLEAR_NIGHT,341.69,5.17,39.9,116.4
7874,dongsihuan_aq,5.0,37.0,30.0,0.3,60.0,2.0,2018-04-10 14:00:00,14,10,4,1,43.0,36.0,41.0,0,chaoyang_meo,25.0,1006.7,17.2,CLEAR_DAY,295.0,0.7,39.9525,116.50083329999998
7875,dongsi_aq,9.0,29.0,19.0,0.2,78.0,2.0,2018-04-10 15:00:00,15,10,4,1,30.0,37.0,48.0,0,beijing_grid_303,26.0,1006.3589,18.0,CLEAR_NIGHT,332.34,4.58,39.9,116.4
7876,tiantan_aq,5.0,31.0,30.0,0.3,63.0,2.0,2018-04-10 15:00:00,15,10,4,1,31.0,38.0,41.0,0,beijing_grid_303,26.0,1006.3589,18.0,CLEAR_NIGHT,332.34,4.58,39.9,116.4
7877,guanyuan_aq,7.0,24.0,21.0,0.2,88.0,5.0,2018-04-10 15:00:00,15,10,4,1,23.0,32.0,41.0,0,beijing_grid_282,25.0,1004.2822,18.0,CLEAR_NIGHT,332.64,4.41,39.9,116.3
7878,wanshouxigong_aq,7.0,31.0,12.0,0.3,79.0,3.0,2018-04-10 15:00:00,15,10,4,1,32.0,37.0,44.0,0,beijing_grid_303,26.0,1006.3589,18.0,CLEAR_NIGHT,332.34,4.58,39.9,116.4
7879,aotizhongxin_aq,4.0,28.0,23.0,0.1,65.0,2.0,2018-04-10 15:00:00,15,10,4,1,23.0,38.0,49.0,0,beijing_grid_304,26.0,1004.2685,17.0,CLEAR_NIGHT,322.45,4.36,40.0,116.4
7880,nongzhanguan_aq,7.0,34.0,30.0,0.3,61.0,2.0,2018-04-10 15:00:00,15,10,4,1,35.0,50.0,45.0,0,chaoyang_meo,38.0,1007.5,13.3,CLEAR_DAY,293.0,0.5,39.9525,116.50083329999998
7881,wanliu_aq,10.0,26.0,19.0,0.1,82.0,2.0,2018-04-10 15:00:00,15,10,4,1,23.0,20.0,20.0,0,hadian_meo,27.0,1006.0,16.1,CLEAR_DAY,320.0,1.0,39.98694444,116.29055559999999
7882,beibuxinqu_aq,6.0,23.0,18.0,0.2,77.0,3.0,2018-04-10 15:00:00,15,10,4,1,23.0,29.0,36.0,0,beijing_grid_263,29.0,988.4408,15.0,CLEAR_NIGHT,317.96,6.66,40.1,116.2
7883,zhiwuyuan_aq,,,,,,,2018-04-10 15:00:00,15,10,4,1,,,,0,beijing_grid_262,27.0,992.6251,17.0,CLEAR_NIGHT,321.72,5.29,40.0,116.2
7884,fengtaihuayuan_aq,4.0,28.0,46.0,0.3,47.0,2.0,2018-04-10 15:00:00,15,10,4,1,29.0,38.0,47.0,0,fengtai_meo,32.0,1005.2,15.4,CLEAR_DAY,275.0,1.0,39.87027778,116.2452778
7885,yungang_aq,5.0,21.0,5.0,0.2,98.0,2.0,2018-04-10 15:00:00,15,10,4,1,20.0,31.0,39.0,0,beijing_grid_239,26.0,999.1412,17.0,CLEAR_NIGHT,343.42,3.75,39.8,116.1
7886,gucheng_aq,6.0,36.0,37.0,0.3,69.0,2.0,2018-04-10 15:00:00,15,10,4,1,14.0,15.0,46.0,0,beijing_grid_261,26.0,999.7814,17.0,CLEAR_NIGHT,333.49,4.54,39.9,116.2
7887,fangshan_aq,5.0,47.0,27.0,0.2,81.0,2.0,2018-04-10 15:00:00,15,10,4,1,26.0,46.0,40.0,0,,,,,,,,,
7888,daxing_aq,5.0,22.0,18.0,0.4,77.0,2.0,2018-04-10 15:00:00,15,10,4,1,26.0,38.0,52.0,0,beijing_grid_301,26.0,1007.8884,18.0,CLEAR_NIGHT,344.55,5.97,39.7,116.4
7889,yizhuang_aq,5.0,26.0,23.0,0.3,75.0,2.0,2018-04-10 15:00:00,15,10,4,1,28.0,38.0,40.0,0,beijing_grid_323,27.0,1008.0907,17.0,CLEAR_NIGHT,332.78,5.78,39.8,116.5
7890,tongzhou_aq,12.0,57.0,37.0,0.3,52.0,2.0,2018-04-10 15:00:00,15,10,4,1,57.0,61.0,61.0,0,beijing_grid_366,30.0,1009.1666,14.0,CLEAR_NIGHT,324.04,5.59,39.9,116.7
7891,shunyi_aq,9.0,45.0,11.0,0.4,88.0,2.0,2018-04-10 15:00:00,15,10,4,1,51.0,43.0,49.0,0,shunyi_meo,25.0,1007.9,17.1,CLEAR_DAY,312.0,3.1,40.12666667,116.61527779999999
7892,pingchang_aq,3.0,30.0,30.0,0.3,58.0,8.0,2018-04-10 15:00:00,15,10,4,1,35.0,46.0,20.0,0,pingchang_meo,29.0,1002.4,14.8,CLEAR_DAY,289.0,0.7,40.22333333,116.21166670000001
7893,mentougou_aq,9.0,21.0,20.0,0.3,86.0,3.0,2018-04-10 15:00:00,15,10,4,1,19.0,25.0,40.0,0,beijing_grid_240,29.0,984.5419,16.0,CLEAR_NIGHT,321.34,5.37,39.9,116.1
7894,pinggu_aq,10.0,75.0,24.0,0.3,65.0,3.0,2018-04-10 15:00:00,15,10,4,1,79.0,67.0,53.0,0,pinggu_meo,47.0,1007.4,11.0,CLEAR_DAY,342.0,1.5,40.16944444,117.1177778
7895,huairou_aq,6.0,41.0,3.0,0.2,94.0,2.0,2018-04-10 15:00:00,15,10,4,1,28.0,58.0,57.0,0,huairou_meo,31.0,1002.0,14.3,CLEAR_DAY,286.0,1.1,40.35777778,116.62694440000001
7896,miyun_aq,8.0,79.0,27.0,0.3,61.0,2.0,2018-04-10 15:00:00,15,10,4,1,70.0,72.0,70.0,0,miyun_meo,49.0,1002.5,10.8,CLEAR_DAY,133.0,0.6,40.3775,116.86416670000001
7897,yanqin_aq,9.0,54.0,26.0,0.2,62.0,2.0,2018-04-10 15:00:00,15,10,4,1,31.0,38.0,34.0,0,yanqin_meo,,,,,,,,
7898,dingling_aq,7.0,28.0,7.0,0.1,98.0,2.0,2018-04-10 15:00:00,15,10,4,1,28.0,32.0,33.0,0,beijing_grid_265,33.0,971.9966,17.0,CLEAR_NIGHT,315.84,8.76,40.3,116.2
7899,badaling_aq,4.0,45.0,35.0,0.3,55.0,2.0,2018-04-10 15:00:00,15,10,4,1,44.0,39.0,23.0,0,beijing_grid_224,37.0,941.0219,12.0,CLEAR_NIGHT,311.84,12.43,40.4,116.0
7900,miyunshuiku_aq,13.0,101.0,7.0,0.2,82.0,2.0,2018-04-10 15:00:00,15,10,4,1,99.0,108.0,81.0,0,beijing_grid_414,38.0,976.6123,11.0,CLEAR_NIGHT,338.54,5.41,40.5,116.9
7901,donggaocun_aq,3.0,62.0,15.0,0.2,78.0,2.0,2018-04-10 15:00:00,15,10,4,1,60.0,49.0,48.0,0,beijing_grid_452,37.0,997.2561,12.0,CLEAR_NIGHT,333.69,6.58,40.1,117.1
7902,yongledian_aq,20.0,55.0,87.0,0.3,9.0,2.0,2018-04-10 15:00:00,15,10,4,1,41.0,41.0,43.0,0,beijing_grid_385,30.0,1009.8981,17.0,CLEAR_NIGHT,326.12,7.38,39.7,116.8
7903,yufa_aq,3.0,25.0,7.0,0.2,87.0,2.0,2018-04-10 15:00:00,15,10,4,1,48.0,64.0,45.0,0,beijing_grid_278,26.0,1008.8715,16.0,CLEAR_NIGHT,4.85,8.18,39.5,116.3
7904,liulihe_aq,22.0,35.0,38.0,0.2,36.0,2.0,2018-04-10 15:00:00,15,10,4,1,19.0,24.0,25.0,0,beijing_grid_216,27.0,1001.4507,14.0,CLEAR_NIGHT,7.21,4.87,39.6,116.0
7905,qianmen_aq,6.0,21.0,22.0,0.3,76.0,2.0,2018-04-10 15:00:00,15,10,4,1,22.0,18.0,35.0,0,beijing_grid_303,26.0,1006.3589,18.0,CLEAR_NIGHT,332.34,4.58,39.9,116.4
7906,yongdingmennei_aq,7.0,18.0,20.0,0.3,90.0,2.0,2018-04-10 15:00:00,15,10,4,1,19.0,22.0,33.0,0,beijing_grid_303,26.0,1006.3589,18.0,CLEAR_NIGHT,332.34,4.58,39.9,116.4
7907,xizhimenbei_aq,13.0,24.0,33.0,0.3,68.0,2.0,2018-04-10 15:00:00,15,10,4,1,25.0,27.0,39.0,0,beijing_grid_304,26.0,1004.2685,17.0,CLEAR_NIGHT,322.45,4.36,40.0,116.4
7908,nansanhuan_aq,3.0,33.0,44.0,0.3,58.0,2.0,2018-04-10 15:00:00,15,10,4,1,32.0,49.0,43.0,0,beijing_grid_303,26.0,1006.3589,18.0,CLEAR_NIGHT,332.34,4.58,39.9,116.4
7909,dongsihuan_aq,4.0,23.0,32.0,0.3,57.0,2.0,2018-04-10 15:00:00,15,10,4,1,37.0,43.0,36.0,0,chaoyang_meo,38.0,1007.5,13.3,CLEAR_DAY,293.0,0.5,39.9525,116.50083329999998
7910,dongsi_aq,8.0,27.0,20.0,0.2,77.0,2.0,2018-04-10 16:00:00,16,10,4,1,29.0,30.0,37.0,0,beijing_grid_303,27.0,1006.7131,10.5,CLEAR_NIGHT,324.43,5.11,39.9,116.4
7911,tiantan_aq,13.0,54.0,40.0,0.3,44.0,2.0,2018-04-10 16:00:00,16,10,4,1,31.0,31.0,38.0,0,beijing_grid_303,27.0,1006.7131,10.5,CLEAR_NIGHT,324.43,5.11,39.9,116.4
7912,guanyuan_aq,10.0,23.0,29.0,0.2,67.0,5.0,2018-04-10 16:00:00,16,10,4,1,24.0,23.0,32.0,0,beijing_grid_282,27.0,1004.6038,10.5,CLEAR_NIGHT,318.5,4.69,39.9,116.3
7913,wanshouxigong_aq,7.0,30.0,18.0,0.3,57.0,4.0,2018-04-10 16:00:00,16,10,4,1,31.0,32.0,37.0,0,beijing_grid_303,27.0,1006.7131,10.5,CLEAR_NIGHT,324.43,5.11,39.9,116.4
7914,aotizhongxin_aq,11.0,27.0,30.0,0.1,57.0,2.0,2018-04-10 16:00:00,16,10,4,1,28.0,23.0,38.0,0,beijing_grid_304,26.0,1005.8884,10.5,CLEAR_NIGHT,310.32,4.78,40.0,116.4
7915,nongzhanguan_aq,10.0,28.0,35.0,0.3,54.0,2.0,2018-04-10 16:00:00,16,10,4,1,34.0,35.0,50.0,0,chaoyang_meo,29.0,1007.9,15.4,CLEAR_DAY,289.0,2.0,39.9525,116.50083329999998
7916,wanliu_aq,8.0,36.0,48.0,0.2,42.0,2.0,2018-04-10 16:00:00,16,10,4,1,26.0,23.0,20.0,0,hadian_meo,45.0,1006.3,12.2,CLEAR_DAY,207.0,1.1,39.98694444,116.29055559999999
7917,beibuxinqu_aq,7.0,24.0,18.0,0.2,76.0,3.0,2018-04-10 16:00:00,16,10,4,1,23.0,23.0,29.0,0,beijing_grid_263,30.0,988.7856,9.5,CLEAR_NIGHT,307.37,6.72,40.1,116.2
7918,zhiwuyuan_aq,,,,,,,2018-04-10 16:00:00,16,10,4,1,,,,0,beijing_grid_262,29.0,992.9564,10.5,CLEAR_NIGHT,306.24,5.28,40.0,116.2
7919,fengtaihuayuan_aq,9.0,33.0,68.0,0.3,20.0,2.0,2018-04-10 16:00:00,16,10,4,1,28.0,29.0,38.0,0,fengtai_meo,32.0,1005.5,15.2,CLEAR_DAY,306.0,1.1,39.87027778,116.2452778
7920,yungang_aq,8.0,20.0,11.0,0.2,89.0,2.0,2018-04-10 16:00:00,16,10,4,1,21.0,20.0,31.0,0,beijing_grid_239,27.0,999.4166,11.5,CLEAR_NIGHT,344.58,4.15,39.8,116.1
7921,gucheng_aq,9.0,61.0,53.0,0.3,50.0,2.0,2018-04-10 16:00:00,16,10,4,1,36.0,14.0,15.0,0,beijing_grid_261,28.0,997.4403,10.5,CLEAR_NIGHT,322.68,4.57,39.9,116.2
7922,fangshan_aq,5.0,35.0,45.0,0.2,59.0,3.0,2018-04-10 16:00:00,16,10,4,1,47.0,26.0,46.0,0,,,,,,,,,
7923,daxing_aq,7.0,32.0,35.0,0.5,48.0,3.0,2018-04-10 16:00:00,16,10,4,1,22.0,26.0,38.0,0,beijing_grid_301,27.0,1008.2143,11.5,CLEAR_NIGHT,349.31,6.74,39.7,116.4
7924,yizhuang_aq,4.0,22.0,28.0,0.3,69.0,2.0,2018-04-10 16:00:00,16,10,4,1,26.0,28.0,38.0,0,beijing_grid_323,28.0,1008.6491,10.5,CLEAR_NIGHT,329.47,7.23,39.8,116.5
7925,tongzhou_aq,19.0,63.0,78.0,0.4,7.0,2.0,2018-04-10 16:00:00,16,10,4,1,57.0,57.0,61.0,0,beijing_grid_366,29.0,1009.4409,8.4,CLEAR_NIGHT,316.15,7.31,39.9,116.7
