id,station_id,time,weather,temperature,pressure,humidity,wind_direction,wind_speed
2050673,tongzhou_meo,2018-04-01 16:00:00,Hail,15.2,1003.9,79.0,2.1,98.0
2050674,chaoyang_meo,2018-04-01 16:00:00,Hail,19.2,1001.8,49.0,2.3,138.0
2050675,pingchang_meo,2018-04-01 16:00:00,Hail,15.9,997.0,49.0,0.5,70.0
2050676,zhaitang_meo,2018-04-01 16:00:00,Hail,14.6,955.3,32.0,0.8,100.0
2050677,mentougou_meo,2018-04-01 16:00:00,Hail,15.1,995.8,51.0,0.4,41.0
2050678,beijing_meo,2018-04-01 16:00:00,Hail,19.9,1002.1,34.0,1.5,163.0
2050679,shijingshan_meo,2018-04-01 16:00:00,Hail,15.1,998.2,49.0,0.7,313.0
2050680,fengtai_meo,2018-04-01 16:00:00,Hail,17.1,999.3,48.0,0.5,219.0
2050681,daxing_meo,2018-04-01 16:00:00,Hail,16.0,1001.3,48.0,1.1,101.0
2050682,fangshan_meo,2018-04-01 16:00:00,Hail,18.6,999.8,31.0,2.0,199.0
2050683,xiayunling_meo,2018-04-01 16:00:00,Sunny/clear,14.8,959.2,38.0,1.3,214.0
2050685,shunyi_meo,2018-04-01 17:00:00,Hail,16.5,1002.3,71.0,1.2,120.0
2050686,hadian_meo,2018-04-01 17:00:00,Hail,13.5,999.9,71.0,1.0,46.0
2050687,yanqing_meo,2018-04-01 17:00:00,Hail,12.2,949.6,49.0,0.7,64.0
2050688,miyun_meo,2018-04-01 17:00:00,Hail,13.5,997.5,75.0,0.4,69.0
2050689,huairou_meo,2018-04-01 17:00:00,Hail,16.2,997.2,69.0,1.0,0.0
2050690,shangdianzi_meo,2018-04-01 17:00:00,Hail,17.3,971.5,55.0,4.7,249.0
2050691,pinggu_meo,2018-04-01 17:00:00,Hail,17.7,1002.3,66.0,3.5,84.0
2050692,tongzhou_meo,2018-04-01 17:00:00,Hail,14.4,1003.4,81.0,1.8,99.0
2050693,chaoyang_meo,2018-04-01 17:00:00,Hail,18.0,1001.4,57.0,1.6,144.0
2050694,pingchang_meo,2018-04-01 17:00:00,Hail,15.1,996.8,53.0,0.9,305.0
2050695,zhaitang_meo,2018-04-01 17:00:00,Hail,13.8,954.9,33.0,0.7,37.0
2050696,mentougou_meo,2018-04-01 17:00:00,Hail,13.9,995.5,57.0,0.5,225.0
2050697,beijing_meo,2018-04-01 17:00:00,Hail,18.7,1001.6,36.0,1.2,166.0
2050698,shijingshan_meo,2018-04-01 17:00:00,Hail,13.9,997.9,55.0,0.6,312.0
2050699,fengtai_meo,2018-04-01 17:00:00,Hail,15.9,998.8,53.0,0.9,239.0
2050700,daxing_meo,2018-04-01 17:00:00,Hail,14.7,1000.8,49.0,1.4,161.0
2050701,fangshan_meo,2018-04-01 17:00:00,Hail,14.8,999.6,44.0,0.0,999017.0
2050702,xiayunling_meo,2018-04-01 17:00:00,Sunny/clear,12.8,958.9,43.0,1.2,137.0
2052218,shunyi_meo,2018-04-01 18:00:00,Hail,15.8,1002.2,74.0,1.0,77.0
2052219,hadian_meo,2018-04-01 18:00:00,Hail,14.8,999.7,64.0,1.3,44.0
2052220,yanqing_meo,2018-04-01 18:00:00,Hail,11.8,949.3,51.0,1.0,53.0
2052221,miyun_meo,2018-04-01 18:00:00,Hail,12.0,997.2,80.0,1.2,135.0
2052222,huairou_meo,2018-04-01 18:00:00,Hail,14.4,996.8,76.0,2.0,304.0
2052223,shangdianzi_meo,2018-04-01 18:00:00,Hail,17.9,971.1,52.0,5.8,245.0
2052224,pinggu_meo,2018-04-01 18:00:00,Hail,17.1,1002.0,68.0,3.6,80.0
2052225,tongzhou_meo,2018-04-01 18:00:00,Hail,14.1,1003.1,82.0,2.4,97.0
2052226,chaoyang_meo,2018-04-01 18:00:00,Hail,15.8,1001.3,73.0,2.1,29.0
2052227,pingchang_meo,2018-04-01 18:00:00,Hail,14.0,996.6,54.0,0.5,319.0
2052228,zhaitang_meo,2018-04-01 18:00:00,Hail,11.7,954.7,38.0,0.3,223.0
2052229,mentougou_meo,2018-04-01 18:00:00,Hail,13.0,995.3,52.0,1.8,261.0
2052230,beijing_meo,2018-04-01 18:00:00,Hail,17.2,1001.4,45.0,0.2,999017.0
2052231,shijingshan_meo,2018-04-01 18:00:00,Hail,13.6,997.7,57.0,0.3,93.0
2052232,fengtai_meo,2018-04-01 18:00:00,Hail,14.2,998.7,63.0,0.5,270.0
2052233,daxing_meo,2018-04-01 18:00:00,Hail,13.7,1000.6,54.0,0.8,20.0
2052234,fangshan_meo,2018-04-01 18:00:00,Hail,12.4,999.5,59.0,1.7,16.0
2052235,xiayunling_meo,2018-04-01 18:00:00,Sunny/clear,12.4,958.5,43.0,0.9,147.0
2053751,shunyi_meo,2018-04-01 19:00:00,Hail,14.9,1002.0,78.0,0.6,36.0
2053752,hadian_meo,2018-04-01 19:00:00,Hail,15.0,999.6,69.0,1.7,32.0
2053753,yanqing_meo,2018-04-01 19:00:00,Hail,11.7,949.1,53.0,1.1,113.0
2053754,miyun_meo,2018-04-01 19:00:00,Hail,11.2,997.2,86.0,0.4,56.0
2053755,huairou_meo,2018-04-01 19:00:00,Hail,15.4,996.6,71.0,1.0,267.0
2053756,shangdianzi_meo,2018-04-01 19:00:00,Hail,18.3,971.2,49.0,4.2,266.0
2053757,pinggu_meo,2018-04-01 19:00:00,Hail,16.5,1001.6,69.0,3.3,87.0
2053758,tongzhou_meo,2018-04-01 19:00:00,Hail,13.5,1002.7,86.0,2.7,87.0
2053759,chaoyang_meo,2018-04-01 19:00:00,Hail,14.1,1001.1,81.0,1.0,23.0
2053760,pingchang_meo,2018-04-01 19:00:00,Hail,13.6,996.5,56.0,0.5,292.0
2053761,zhaitang_meo,2018-04-01 19:00:00,Hail,10.7,954.7,41.0,0.3,18.0
2053762,mentougou_meo,2018-04-01 19:00:00,Hail,13.8,995.2,51.0,2.4,260.0
2053763,beijing_meo,2018-04-01 19:00:00,Hail,15.1,1001.1,68.0,1.6,51.0
2053764,shijingshan_meo,2018-04-01 19:00:00,Hail,12.7,997.6,61.0,0.3,300.0
2053765,fengtai_meo,2018-04-01 19:00:00,Hail,13.3,998.6,61.0,0.7,261.0
2053766,daxing_meo,2018-04-01 19:00:00,Hail,12.7,1000.3,59.0,0.9,39.0
2053767,fangshan_meo,2018-04-01 19:00:00,Hail,12.5,999.2,59.0,1.2,359.0
2053768,xiayunling_meo,2018-04-01 19:00:00,Sunny/clear,11.2,958.2,46.0,1.1,145.0
2055284,shunyi_meo,2018-04-01 20:00:00,Hail,13.8,1001.6,82.0,0.0,999017.0
2055285,hadian_meo,2018-04-01 20:00:00,Hail,13.5,999.3,77.0,1.0,32.0
2055286,yanqing_meo,2018-04-01 20:00:00,Hail,10.8,948.7,61.0,0.7,104.0
2055287,miyun_meo,2018-04-01 20:00:00,Hail,10.5,996.5,88.0,0.0,999017.0
2055288,huairou_meo,2018-04-01 20:00:00,Hail,13.7,996.1,80.0,1.7,315.0
2055289,shangdianzi_meo,2018-04-01 20:00:00,Hail,15.4,970.8,60.0,1.5,230.0
2055290,pinggu_meo,2018-04-01 20:00:00,Hail,16.2,1001.4,71.0,3.9,105.0
2055291,tongzhou_meo,2018-04-01 20:00:00,Hail,13.3,1002.8,85.0,1.8,70.0
2055292,chaoyang_meo,2018-04-01 20:00:00,Hail,12.8,1000.8,84.0,1.2,107.0
2055293,pingchang_meo,2018-04-01 20:00:00,Hail,12.6,996.0,63.0,0.8,336.0
2055294,zhaitang_meo,2018-04-01 20:00:00,Sunny/clear,9.5,954.1,44.0,0.5,200.0
2055295,mentougou_meo,2018-04-01 20:00:00,Hail,13.1,994.8,60.0,0.6,301.0
2055296,beijing_meo,2018-04-01 20:00:00,Hail,14.4,1001.0,78.0,1.7,48.0
2055297,shijingshan_meo,2018-04-01 20:00:00,Hail,11.5,997.3,70.0,0.8,338.0
2055298,fengtai_meo,2018-04-01 20:00:00,Hail,12.6,998.2,75.0,0.3,353.0
2055299,daxing_meo,2018-04-01 20:00:00,Hail,12.6,1000.1,63.0,1.1,89.0
2055300,fangshan_meo,2018-04-01 20:00:00,Hail,12.3,998.9,56.0,0.8,72.0
2055301,xiayunling_meo,2018-04-01 20:00:00,Sunny/clear,10.6,957.8,47.0,0.2,999017.0
2056817,shunyi_meo,2018-04-01 21:00:00,Hail,14.1,1001.6,83.0,0.6,195.0
2056818,hadian_meo,2018-04-01 21:00:00,Hail,13.1,999.5,82.0,0.9,40.0
2056819,yanqing_meo,2018-04-01 21:00:00,Hail,10.3,948.6,61.0,0.8,56.0
2056820,miyun_meo,2018-04-01 21:00:00,Thundershower,9.8,996.7,90.0,0.2,999017.0
2056821,huairou_meo,2018-04-01 21:00:00,Hail,13.0,996.3,81.0,2.8,304.0
2056822,shangdianzi_meo,2018-04-01 21:00:00,Hail,14.1,970.8,68.0,1.4,255.0
2056823,pinggu_meo,2018-04-01 21:00:00,Hail,15.5,1001.2,73.0,3.5,96.0
2056824,tongzhou_meo,2018-04-01 21:00:00,Hail,12.6,1002.7,87.0,3.3,85.0
2056825,chaoyang_meo,2018-04-01 21:00:00,Cloudy,12.4,1000.9,91.0,0.9,76.0
2056826,pingchang_meo,2018-04-01 21:00:00,Hail,12.0,996.3,70.0,1.3,326.0
2056827,zhaitang_meo,2018-04-01 21:00:00,Sunny/clear,8.5,954.3,47.0,0.0,999017.0
2056828,mentougou_meo,2018-04-01 21:00:00,Hail,12.3,995.0,70.0,1.2,301.0
2056829,beijing_meo,2018-04-01 21:00:00,Hail,13.7,1001.1,83.0,1.8,64.0
2056830,shijingshan_meo,2018-04-01 21:00:00,Hail,10.7,997.4,72.0,0.5,351.0
2056831,fengtai_meo,2018-04-01 21:00:00,Hail,14.3,998.4,81.0,1.0,55.0
2056832,daxing_meo,2018-04-01 21:00:00,Hail,12.8,1000.2,76.0,1.3,50.0
2056833,fangshan_meo,2018-04-01 21:00:00,Hail,10.7,999.0,60.0,1.2,82.0
2056834,xiayunling_meo,2018-04-01 21:00:00,Sunny/clear,9.8,957.7,49.0,0.3,177.0
2058350,shunyi_meo,2018-04-01 22:00:00,Hail,12.7,1002.2,88.0,0.3,27.0
2058351,hadian_meo,2018-04-01 22:00:00,Hail,12.8,999.9,86.0,1.1,42.0
2058352,yanqing_meo,2018-04-01 22:00:00,Hail,9.7,949.1,62.0,0.6,70.0
2058353,miyun_meo,2018-04-01 22:00:00,Thundershower,9.3,996.9,91.0,0.0,999017.0
2058354,huairou_meo,2018-04-01 22:00:00,Hail,12.5,996.5,84.0,1.9,304.0
2058355,shangdianzi_meo,2018-04-01 22:00:00,Hail,13.3,971.0,72.0,0.6,204.0
2058356,pinggu_meo,2018-04-01 22:00:00,Hail,15.1,1001.5,75.0,3.2,96.0
2058357,tongzhou_meo,2018-04-01 22:00:00,Hail,12.0,1002.9,88.0,2.2,85.0
2058358,chaoyang_meo,2018-04-01 22:00:00,Cloudy,12.1,1001.4,91.0,1.3,28.0
2058359,pingchang_meo,2018-04-01 22:00:00,Hail,11.9,996.7,71.0,1.0,14.0
2058360,zhaitang_meo,2018-04-01 22:00:00,Sunny/clear,7.7,954.6,50.0,0.3,281.0
2058361,mentougou_meo,2018-04-01 22:00:00,Hail,11.7,995.4,73.0,1.6,268.0
2058362,beijing_meo,2018-04-01 22:00:00,Hail,13.1,1001.5,85.0,2.6,77.0
2058363,shijingshan_meo,2018-04-01 22:00:00,Hail,10.3,997.8,78.0,0.8,329.0
2058364,fengtai_meo,2018-04-01 22:00:00,Hail,14.8,998.7,77.0,1.2,55.0
2058365,daxing_meo,2018-04-01 22:00:00,Hail,12.4,1000.6,83.0,1.2,49.0
2058366,fangshan_meo,2018-04-01 22:00:00,Hail,11.3,999.4,68.0,1.6,62.0
2058367,xiayunling_meo,2018-04-01 22:00:00,Sunny/clear,9.1,958.0,52.0,1.0,166.0
2059883,shunyi_meo,2018-04-01 23:00:00,Hail,12.6,1002.7,89.0,0.5,281.0
2059884,hadian_meo,2018-04-01 23:00:00,Hail,13.3,1000.3,87.0,1.3,46.0
2059885,yanqing_meo,2018-04-01 23:00:00,Hail,9.6,949.4,64.0,1.1,92.0
2059886,miyun_meo,2018-04-01 23:00:00,Thundershower,9.6,997.5,91.0,0.0,999017.0
2059887,huairou_meo,2018-04-01 23:00:00,Hail,12.5,997.0,85.0,1.0,321.0
2059888,shangdianzi_meo,2018-04-01 23:00:00,Hail,13.0,971.5,77.0,1.4,284.0
2059889,pinggu_meo,2018-04-01 23:00:00,Hail,15.6,1001.9,74.0,3.6,94.0
2059890,tongzhou_meo,2018-04-01 23:00:00,Hail,12.1,1003.3,88.0,1.5,92.0
2059891,chaoyang_meo,2018-04-01 23:00:00,Cloudy,12.9,1001.8,91.0,1.0,59.0
2059892,pingchang_meo,2018-04-01 23:00:00,Hail,12.3,997.1,72.0,1.0,314.0
2059893,zhaitang_meo,2018-04-01 23:00:00,Sunny/clear,7.7,955.1,49.0,0.0,999017.0
2059894,mentougou_meo,2018-04-01 23:00:00,Hail,12.3,995.8,65.0,1.9,248.0
2059895,beijing_meo,2018-04-01 23:00:00,Hail,12.9,1002.0,85.0,2.0,77.0
2059896,shijingshan_meo,2018-04-01 23:00:00,Hail,12.9,998.3,85.0,0.5,159.0
2059897,fengtai_meo,2018-04-01 23:00:00,Hail,15.5,999.2,76.0,1.7,59.0
2059898,daxing_meo,2018-04-01 23:00:00,Hail,12.8,1001.2,88.0,1.4,63.0
2059899,fangshan_meo,2018-04-01 23:00:00,Hail,12.3,1000.0,82.0,1.6,81.0
2059900,xiayunling_meo,2018-04-01 23:00:00,Sunny/clear,9.4,958.3,49.0,0.6,152.0
