id,station_id,time,weather,temperature,pressure,humidity,wind_speed,wind_direction 
2199357,pingchang_meo,2018-04-05 18:00:00,Sunny/clear,4.4,1009.0,33.0,7.8,296.0
2199358,zhaitang_meo,2018-04-05 18:00:00,Sunny/clear,2.2,967.1,32.0,6.9,276.0
2199359,mentougou_meo,2018-04-05 18:00:00,Sunny/clear,4.9,1008.4,27.0,9.6,276.0
2199360,beijing_meo,2018-04-05 18:00:00,Sunny/clear,5.6,1015.0,27.0,7.7,295.0
2199361,shijingshan_meo,2018-04-05 18:00:00,Sunny/clear,5.2,1011.1,26.0,5.0,305.0
2199362,fengtai_meo,2018-04-05 18:00:00,Sunny/clear,5.7,1012.3,27.0,6.5,297.0
2199363,daxing_meo,2018-04-05 18:00:00,Sunny/clear,5.4,1014.6,27.0,4.9,299.0
2199364,fangshan_meo,2018-04-05 18:00:00,Sunny/clear,5.1,1013.9,21.0,1.8,348.0
2199365,xiayunling_meo,2018-04-05 18:00:00,Sunny/clear,3.2,969.9,26.0,6.3,40.0
2200881,shunyi_meo,2018-04-05 19:00:00,Sunny/clear,3.8,1014.2,38.0,2.3,282.0
2200882,hadian_meo,2018-04-05 19:00:00,Sunny/clear,5.2,1012.6,28.0,3.7,279.0
2200883,yanqing_meo,2018-04-05 19:00:00,Sunny/clear,0.7,959.9,40.0,4.7,251.0
2200884,miyun_meo,2018-04-05 19:00:00,Sunny/clear,3.2,1008.5,35.0,1.6,318.0
2200885,huairou_meo,2018-04-05 19:00:00,Sunny/clear,4.5,1007.7,30.0,4.2,298.0
2200886,shangdianzi_meo,2018-04-05 19:00:00,Sunny/clear,-1.5,980.7,78.0,0.9,84.0
2200887,pinggu_meo,2018-04-05 19:00:00,Sunny/clear,3.0,1013.1,40.0,2.0,315.0
2200888,tongzhou_meo,2018-04-05 19:00:00,Sunny/clear,4.9,1015.1,32.0,6.7,293.0
2200889,chaoyang_meo,2018-04-05 19:00:00,Sunny/clear,5.3,1013.8,30.0,6.2,293.0
2200890,pingchang_meo,2018-04-05 19:00:00,Sunny/clear,4.6,1008.4,34.0,4.7,260.0
2200891,zhaitang_meo,2018-04-05 19:00:00,Sunny/clear,2.1,966.2,32.0,9.1,275.0
2200892,mentougou_meo,2018-04-05 19:00:00,Sunny/clear,5.0,1007.6,28.0,5.3,252.0
2200893,beijing_meo,2018-04-05 19:00:00,Sunny/clear,5.2,1014.6,28.0,4.1,309.0
2200894,shijingshan_meo,2018-04-05 19:00:00,Sunny/clear,5.6,1010.2,24.0,11.9,303.0
2200895,fengtai_meo,2018-04-05 19:00:00,Sunny/clear,5.8,1011.6,27.0,2.8,340.0
2200896,daxing_meo,2018-04-05 19:00:00,Sunny/clear,5.3,1013.7,28.0,4.6,308.0
2200897,fangshan_meo,2018-04-05 19:00:00,Sunny/clear,5.6,1012.9,21.0,5.8,316.0
2200898,xiayunling_meo,2018-04-05 19:00:00,Sunny/clear,3.3,969.2,26.0,4.6,2.0
2202414,shunyi_meo,2018-04-05 20:00:00,Sunny/clear,4.6,1013.8,32.0,3.0,300.0
2202415,hadian_meo,2018-04-05 20:00:00,Sunny/clear,4.9,1012.1,31.0,3.2,321.0
2202416,yanqing_meo,2018-04-05 20:00:00,Sunny/clear,1.2,959.3,34.0,6.0,255.0
2202417,miyun_meo,2018-04-05 20:00:00,Sunny/clear,4.3,1008.0,34.0,5.0,276.0
2202418,huairou_meo,2018-04-05 20:00:00,Sunny/clear,4.5,1007.4,33.0,4.9,306.0
2202419,shangdianzi_meo,2018-04-05 20:00:00,Sunny/clear,0.7,980.4,53.0,3.8,269.0
2202420,pinggu_meo,2018-04-05 20:00:00,Sunny/clear,2.2,1012.5,42.0,1.8,293.0
2202421,tongzhou_meo,2018-04-05 20:00:00,Sunny/clear,4.9,1014.9,32.0,5.3,302.0
2202422,chaoyang_meo,2018-04-05 20:00:00,Sunny/clear,5.1,1013.3,31.0,7.5,303.0
2202423,pingchang_meo,2018-04-05 20:00:00,Sunny/clear,4.4,1008.0,34.0,4.2,282.0
2202424,zhaitang_meo,2018-04-05 20:00:00,Sunny/clear,2.0,965.8,33.0,9.9,259.0
2202425,mentougou_meo,2018-04-05 20:00:00,Sunny/clear,4.9,1007.5,30.0,5.5,7.0
2202426,beijing_meo,2018-04-05 20:00:00,Sunny/clear,5.3,1014.1,29.0,7.6,301.0
2202427,shijingshan_meo,2018-04-05 20:00:00,Sunny/clear,5.1,1010.2,28.0,7.4,351.0
2202428,fengtai_meo,2018-04-05 20:00:00,Sunny/clear,5.7,1011.5,29.0,8.0,295.0
2202429,daxing_meo,2018-04-05 20:00:00,Sunny/clear,5.5,1013.6,27.0,5.5,322.0
2202430,fangshan_meo,2018-04-05 20:00:00,Sunny/clear,5.4,1012.7,22.0,5.4,341.0
2202431,xiayunling_meo,2018-04-05 20:00:00,Sunny/clear,3.1,968.9,26.0,6.3,7.0
2203947,shunyi_meo,2018-04-05 21:00:00,Sunny/clear,5.4,1014.2,30.0,5.9,311.0
2203948,hadian_meo,2018-04-05 21:00:00,Sunny/clear,5.2,1012.2,31.0,2.2,291.0
2203949,yanqing_meo,2018-04-05 21:00:00,Sunny/clear,1.3,959.8,34.0,4.3,262.0
2203950,miyun_meo,2018-04-05 21:00:00,Sunny/clear,4.2,1008.3,39.0,2.5,344.0
2203951,huairou_meo,2018-04-05 21:00:00,Sunny/clear,4.7,1007.8,34.0,5.6,317.0
2203952,shangdianzi_meo,2018-04-05 21:00:00,Sunny/clear,0.8,980.9,60.0,3.8,357.0
2203953,pinggu_meo,2018-04-05 21:00:00,Sunny/clear,3.7,1012.9,39.0,4.5,315.0
2203954,tongzhou_meo,2018-04-05 21:00:00,Sunny/clear,4.8,1014.7,34.0,6.8,293.0
2203955,chaoyang_meo,2018-04-05 21:00:00,Sunny/clear,5.2,1013.7,31.0,3.9,303.0
2203956,pingchang_meo,2018-04-05 21:00:00,Sunny/clear,5.0,1008.5,29.0,5.5,308.0
2203957,zhaitang_meo,2018-04-05 21:00:00,Sunny/clear,2.2,966.6,31.0,7.9,246.0
2203958,mentougou_meo,2018-04-05 21:00:00,Sunny/clear,5.0,1007.5,29.0,8.5,290.0
2203959,beijing_meo,2018-04-05 21:00:00,Sunny/clear,5.6,1014.2,28.0,4.1,344.0
2203960,shijingshan_meo,2018-04-05 21:00:00,Sunny/clear,5.1,1010.2,28.0,4.2,334.0
2203961,fengtai_meo,2018-04-05 21:00:00,Sunny/clear,5.9,1011.4,29.0,3.4,305.0
2203962,daxing_meo,2018-04-05 21:00:00,Sunny/clear,5.5,1013.6,29.0,7.0,309.0
2203963,fangshan_meo,2018-04-05 21:00:00,Sunny/clear,4.8,1012.3,25.0,3.9,344.0
2203964,xiayunling_meo,2018-04-05 21:00:00,Sunny/clear,3.3,968.4,26.0,3.7,233.0
2205480,shunyi_meo,2018-04-05 22:00:00,Sunny/clear,5.4,1014.9,29.0,7.7,314.0
2205481,hadian_meo,2018-04-05 22:00:00,Sunny/clear,5.4,1013.0,29.0,3.9,344.0
2205482,yanqing_meo,2018-04-05 22:00:00,Sunny/clear,1.5,960.9,30.0,3.0,285.0
2205483,miyun_meo,2018-04-05 22:00:00,Sunny/clear,4.1,1009.2,41.0,2.4,317.0
2205484,huairou_meo,2018-04-05 22:00:00,Sunny/clear,4.9,1008.7,32.0,5.4,347.0
2205485,shangdianzi_meo,2018-04-05 22:00:00,Sunny/clear,1.1,981.9,60.0,2.1,15.0
2205486,pinggu_meo,2018-04-05 22:00:00,Sunny/clear,3.5,1014.0,48.0,3.1,341.0
2205487,tongzhou_meo,2018-04-05 22:00:00,Sunny/clear,5.5,1015.5,31.0,6.9,311.0
2205488,chaoyang_meo,2018-04-05 22:00:00,Sunny/clear,5.4,1014.2,30.0,4.7,294.0
2205489,pingchang_meo,2018-04-05 22:00:00,Sunny/clear,5.3,1009.5,28.0,3.9,313.0
2205490,zhaitang_meo,2018-04-05 22:00:00,Sunny/clear,2.2,966.8,30.0,6.2,251.0
2205491,mentougou_meo,2018-04-05 22:00:00,Sunny/clear,5.2,1008.3,29.0,8.2,280.0
2205492,beijing_meo,2018-04-05 22:00:00,Sunny/clear,5.7,1014.7,29.0,5.7,321.0
2205493,shijingshan_meo,2018-04-05 22:00:00,Sunny/clear,5.5,1010.7,25.0,5.3,321.0
2205494,fengtai_meo,2018-04-05 22:00:00,Sunny/clear,6.3,1012.3,26.0,4.1,297.0
2205495,daxing_meo,2018-04-05 22:00:00,Sunny/clear,5.8,1014.3,28.0,5.2,328.0
2205496,fangshan_meo,2018-04-05 22:00:00,Sunny/clear,5.2,1013.0,25.0,5.4,338.0
2205497,xiayunling_meo,2018-04-05 22:00:00,Sunny/clear,3.6,968.7,24.0,7.3,332.0
2207013,shunyi_meo,2018-04-05 23:00:00,Sunny/clear,5.4,1016.1,31.0,4.9,334.0
2207014,hadian_meo,2018-04-05 23:00:00,Sunny/clear,5.8,1014.2,28.0,6.2,349.0
2207015,yanqing_meo,2018-04-05 23:00:00,Sunny/clear,1.4,962.8,34.0,4.4,6.0
2207016,miyun_meo,2018-04-05 23:00:00,Sunny/clear,4.4,1010.9,42.0,3.6,3.0
2207017,huairou_meo,2018-04-05 23:00:00,Sunny/clear,4.7,1010.5,35.0,3.7,294.0
2207018,shangdianzi_meo,2018-04-05 23:00:00,Sunny/clear,0.7,983.7,66.0,3.6,313.0
2207019,pinggu_meo,2018-04-05 23:00:00,Sunny/clear,2.6,1015.2,62.0,1.9,104.0
2207020,tongzhou_meo,2018-04-05 23:00:00,Sunny/clear,5.7,1016.7,32.0,5.4,313.0
2207021,chaoyang_meo,2018-04-05 23:00:00,Sunny/clear,5.9,1015.6,26.0,5.3,337.0
2207022,pingchang_meo,2018-04-05 23:00:00,Sunny/clear,5.5,1011.0,26.0,5.3,346.0
2207023,zhaitang_meo,2018-04-05 23:00:00,Sunny/clear,1.9,968.2,32.0,7.3,263.0
2207024,mentougou_meo,2018-04-05 23:00:00,Sunny/clear,5.4,1009.3,27.0,11.8,284.0
2207025,beijing_meo,2018-04-05 23:00:00,Sunny/clear,5.9,1015.8,28.0,5.9,318.0
2207026,shijingshan_meo,2018-04-05 23:00:00,Sunny/clear,5.9,1011.9,23.0,6.1,337.0
2207027,fengtai_meo,2018-04-05 23:00:00,Sunny/clear,6.6,1013.1,25.0,2.6,311.0
2207028,daxing_meo,2018-04-05 23:00:00,Sunny/clear,6.0,1015.3,27.0,4.1,322.0
2207029,fangshan_meo,2018-04-05 23:00:00,Sunny/clear,5.6,1014.3,22.0,8.1,356.0
2207030,xiayunling_meo,2018-04-05 23:00:00,Sunny/clear,4.0,969.9,22.0,1.6,180.0
2208546,shunyi_meo,2018-04-06 00:00:00,Sunny/clear,5.3,1017.5,33.0,4.2,13.0
2208547,hadian_meo,2018-04-06 00:00:00,Sunny/clear,6.0,1015.5,27.0,2.1,1.0
2208548,yanqing_meo,2018-04-06 00:00:00,Sunny/clear,1.3,963.6,34.0,6.5,338.0
2208549,miyun_meo,2018-04-06 00:00:00,Sunny/clear,4.1,1012.4,47.0,3.6,351.0
2208550,huairou_meo,2018-04-06 00:00:00,Sunny/clear,4.8,1011.6,34.0,4.3,2.0
2208551,shangdianzi_meo,2018-04-06 00:00:00,Sunny/clear,1.1,984.8,63.0,2.9,15.0
2208552,pinggu_meo,2018-04-06 00:00:00,Overcast,3.4,1016.7,55.0,4.8,344.0
2208553,tongzhou_meo,2018-04-06 00:00:00,Sunny/clear,5.6,1018.1,32.0,6.3,347.0
2208554,chaoyang_meo,2018-04-06 00:00:00,Sunny/clear,5.6,1016.9,28.0,5.5,325.0
2208555,pingchang_meo,2018-04-06 00:00:00,Sunny/clear,5.3,1012.7,27.0,4.8,317.0
2208556,zhaitang_meo,2018-04-06 00:00:00,Sunny/clear,2.1,968.6,31.0,4.0,320.0
2208557,mentougou_meo,2018-04-06 00:00:00,Sunny/clear,5.4,1011.0,27.0,6.8,263.0
2208558,beijing_meo,2018-04-06 00:00:00,Sunny/clear,6.1,1016.9,27.0,5.7,347.0
2208559,shijingshan_meo,2018-04-06 00:00:00,Sunny/clear,5.8,1013.6,23.0,6.9,347.0
2208560,fengtai_meo,2018-04-06 00:00:00,Sunny/clear,6.5,1014.6,24.0,2.4,320.0
2208561,daxing_meo,2018-04-06 00:00:00,Sunny/clear,6.3,1016.4,25.0,8.4,335.0
2208562,fangshan_meo,2018-04-06 00:00:00,Sunny/clear,5.6,1015.4,22.0,7.4,351.0
2208563,xiayunling_meo,2018-04-06 00:00:00,Sunny/clear,3.7,971.6,25.0,3.6,102.0
2210079,shunyi_meo,2018-04-06 01:00:00,Sunny/clear,5.6,1018.5,31.0,2.9,325.0
2210080,hadian_meo,2018-04-06 01:00:00,Sunny/clear,6.4,1016.6,25.0,4.3,350.0
2210081,yanqing_meo,2018-04-06 01:00:00,Sunny/clear,1.8,964.3,34.0,5.8,354.0
2210082,miyun_meo,2018-04-06 01:00:00,Sunny/clear,4.1,1013.1,49.0,1.9,23.0
2210083,huairou_meo,2018-04-06 01:00:00,Sunny/clear,5.3,1012.6,32.0,6.5,318.0
2210084,shangdianzi_meo,2018-04-06 01:00:00,Sunny/clear,1.4,985.3,62.0,2.0,327.0
2210085,pinggu_meo,2018-04-06 01:00:00,Sunny/clear,3.9,1017.5,51.0,3.8,327.0
2210086,tongzhou_meo,2018-04-06 01:00:00,Sunny/clear,5.3,1019.2,37.0,3.8,350.0
2210087,chaoyang_meo,2018-04-06 01:00:00,Sunny/clear,5.7,1018.0,29.0,2.9,309.0
2210088,pingchang_meo,2018-04-06 01:00:00,Sunny/clear,5.5,1013.5,25.0,5.0,351.0
2210089,zhaitang_meo,2018-04-06 01:00:00,Sunny/clear,2.3,969.8,31.0,2.7,186.0
2210090,mentougou_meo,2018-04-06 01:00:00,Sunny/clear,5.7,1012.1,26.0,6.3,272.0
2210091,beijing_meo,2018-04-06 01:00:00,Sunny/clear,6.3,1018.1,26.0,5.9,10.0
2210092,shijingshan_meo,2018-04-06 01:00:00,Sunny/clear,6.1,1014.5,23.0,5.7,335.0
2210093,fengtai_meo,2018-04-06 01:00:00,Sunny/clear,6.7,1015.5,24.0,2.0,304.0
2210094,daxing_meo,2018-04-06 01:00:00,Sunny/clear,6.3,1017.4,25.0,7.9,321.0
2210095,fangshan_meo,2018-04-06 01:00:00,Sunny/clear,6.0,1016.6,22.0,8.4,351.0
2210096,xiayunling_meo,2018-04-06 01:00:00,Sunny/clear,3.7,972.7,25.0,5.2,327.0
2211612,shunyi_meo,2018-04-06 02:00:00,Sunny/clear,6.2,1019.4,30.0,5.1,323.0
2211613,hadian_meo,2018-04-06 02:00:00,Sunny/clear,6.7,1017.4,25.0,2.9,7.0
2211614,yanqing_meo,2018-04-06 02:00:00,Sunny/clear,2.0,965.0,31.0,5.0,338.0
2211615,miyun_meo,2018-04-06 02:00:00,Sunny/clear,5.8,1013.9,32.0,2.4,354.0
2211616,huairou_meo,2018-04-06 02:00:00,Sunny/clear,5.8,1013.5,31.0,4.6,337.0
2211617,shangdianzi_meo,2018-04-06 02:00:00,Sunny/clear,2.8,986.2,47.0,4.9,307.0
2211618,pinggu_meo,2018-04-06 02:00:00,Sunny/clear,4.5,1018.6,48.0,3.9,326.0
2211619,tongzhou_meo,2018-04-06 02:00:00,Sunny/clear,6.2,1020.3,31.0,6.0,305.0
2211620,chaoyang_meo,2018-04-06 02:00:00,Sunny/clear,6.2,1019.0,25.0,5.5,322.0
2211621,pingchang_meo,2018-04-06 02:00:00,Sunny/clear,6.4,1014.2,25.0,5.4,339.0
2211622,zhaitang_meo,2018-04-06 02:00:00,Sunny/clear,3.3,970.4,31.0,1.7,319.0
2211623,mentougou_meo,2018-04-06 02:00:00,Sunny/clear,6.1,1013.1,28.0,5.9,246.0
2211624,beijing_meo,2018-04-06 02:00:00,Sunny/clear,6.5,1019.2,23.0,9.3,357.0
2211625,shijingshan_meo,2018-04-06 02:00:00,Sunny/clear,6.2,1015.6,22.0,6.5,330.0
2211626,fengtai_meo,2018-04-06 02:00:00,Sunny/clear,6.8,1016.7,24.0,4.9,307.0
2211627,daxing_meo,2018-04-06 02:00:00,Sunny/clear,6.7,1018.5,26.0,2.7,317.0
2211628,fangshan_meo,2018-04-06 02:00:00,Sunny/clear,6.3,1017.6,22.0,6.1,333.0
2211629,xiayunling_meo,2018-04-06 02:00:00,Sunny/clear,4.4,973.4,26.0,4.9,326.0
2213145,shunyi_meo,2018-04-06 03:00:00,Sunny/clear,6.9,1019.7,26.0,6.1,344.0
2213146,hadian_meo,2018-04-06 03:00:00,Sunny/clear,7.2,1018.0,27.0,2.9,319.0
2213147,yanqing_meo,2018-04-06 03:00:00,Sunny/clear,2.9,965.3,33.0,6.0,344.0
2213148,miyun_meo,2018-04-06 03:00:00,Sunny/clear,6.6,1014.2,29.0,3.6,333.0
2213149,huairou_meo,2018-04-06 03:00:00,Sunny/clear,6.0,1013.8,28.0,6.2,314.0
2213150,shangdianzi_meo,2018-04-06 03:00:00,Sunny/clear,3.4,986.4,39.0,5.1,332.0
2213151,pinggu_meo,2018-04-06 03:00:00,Sunny/clear,5.4,1018.6,42.0,3.7,320.0
2213152,tongzhou_meo,2018-04-06 03:00:00,Sunny/clear,6.9,1020.6,29.0,7.9,306.0
2213153,chaoyang_meo,2018-04-06 03:00:00,Sunny/clear,7.0,1019.4,23.0,4.1,308.0
2213154,pingchang_meo,2018-04-06 03:00:00,Sunny/clear,7.2,1014.6,22.0,7.7,316.0
2213155,zhaitang_meo,2018-04-06 03:00:00,Sunny/clear,3.8,970.8,33.0,4.0,279.0
2213156,mentougou_meo,2018-04-06 03:00:00,Sunny/clear,6.4,1013.6,28.0,7.8,264.0
2213157,beijing_meo,2018-04-06 03:00:00,Sunny/clear,7.3,1019.7,24.0,4.3,331.0
2213158,shijingshan_meo,2018-04-06 03:00:00,Sunny/clear,6.6,1016.1,24.0,5.6,300.0
2213159,fengtai_meo,2018-04-06 03:00:00,Sunny/clear,7.1,1017.3,25.0,5.0,300.0
2213160,daxing_meo,2018-04-06 03:00:00,Sunny/clear,6.8,1019.2,26.0,5.1,321.0
2213161,fangshan_meo,2018-04-06 03:00:00,Sunny/clear,6.9,1018.1,21.0,9.1,355.0
2213162,xiayunling_meo,2018-04-06 03:00:00,Sunny/clear,4.9,974.2,27.0,2.3,354.0
2214678,shunyi_meo,2018-04-06 04:00:00,Sunny/clear,7.7,1019.8,25.0,4.2,333.0
2214679,hadian_meo,2018-04-06 04:00:00,Sunny/clear,7.3,1017.9,26.0,4.7,335.0
2214680,yanqing_meo,2018-04-06 04:00:00,Sunny/clear,2.9,965.4,39.0,3.6,295.0
2214681,miyun_meo,2018-04-06 04:00:00,Sunny/clear,6.2,1014.4,28.0,4.7,339.0
2214682,huairou_meo,2018-04-06 04:00:00,Sunny/clear,6.7,1013.9,24.0,5.2,348.0
2214683,shangdianzi_meo,2018-04-06 04:00:00,Sunny/clear,4.2,986.7,38.0,4.5,351.0
2214684,pinggu_meo,2018-04-06 04:00:00,Sunny/clear,6.0,1018.7,32.0,6.9,311.0
2214685,tongzhou_meo,2018-04-06 04:00:00,Sunny/clear,7.3,1020.6,26.0,7.8,296.0
2214686,chaoyang_meo,2018-04-06 04:00:00,Sunny/clear,7.8,1019.4,23.0,6.2,319.0
2214687,pingchang_meo,2018-04-06 04:00:00,Sunny/clear,7.6,1014.6,23.0,3.8,327.0
2214688,zhaitang_meo,2018-04-06 04:00:00,Sunny/clear,4.3,971.1,31.0,2.1,141.0
2214689,mentougou_meo,2018-04-06 04:00:00,Sunny/clear,6.7,1013.5,30.0,6.3,260.0
2214690,beijing_meo,2018-04-06 04:00:00,Sunny/clear,7.5,1019.6,26.0,4.0,320.0
2214691,shijingshan_meo,2018-04-06 04:00:00,Sunny/clear,6.9,1016.1,23.0,9.5,336.0
2214692,fengtai_meo,2018-04-06 04:00:00,Sunny/clear,7.7,1017.2,24.0,3.6,359.0
2214693,daxing_meo,2018-04-06 04:00:00,Sunny/clear,7.3,1019.1,25.0,6.8,330.0
2214694,fangshan_meo,2018-04-06 04:00:00,Sunny/clear,7.4,1018.1,22.0,7.7,355.0
2214695,xiayunling_meo,2018-04-06 04:00:00,Sunny/clear,4.5,974.3,28.0,6.7,319.0
2216211,shunyi_meo,2018-04-06 05:00:00,Sunny/clear,8.1,1019.8,23.0,4.1,15.0
2216212,hadian_meo,2018-04-06 05:00:00,Sunny/clear,8.0,1017.9,25.0,3.9,317.0
2216213,yanqing_meo,2018-04-06 05:00:00,Sunny/clear,3.9,965.0,30.0,2.7,339.0
2216214,miyun_meo,2018-04-06 05:00:00,Sunny/clear,7.9,1014.0,25.0,4.0,310.0
2216215,huairou_meo,2018-04-06 05:00:00,Sunny/clear,7.2,1013.7,24.0,6.5,319.0
2216216,shangdianzi_meo,2018-04-06 05:00:00,Sunny/clear,4.4,986.6,35.0,3.4,323.0
2216217,pinggu_meo,2018-04-06 05:00:00,Sunny/clear,6.4,1018.7,29.0,7.5,339.0
2216218,tongzhou_meo,2018-04-06 05:00:00,Sunny/clear,7.7,1020.7,27.0,5.2,315.0
2216219,chaoyang_meo,2018-04-06 05:00:00,Sunny/clear,8.1,1019.3,22.0,5.7,330.0
2216220,pingchang_meo,2018-04-06 05:00:00,Sunny/clear,8.0,1014.5,22.0,5.0,334.0
2216221,zhaitang_meo,2018-04-06 05:00:00,Sunny/clear,3.2,971.6,41.0,4.4,256.0
2216222,mentougou_meo,2018-04-06 05:00:00,Sunny/clear,7.4,1013.5,27.0,3.8,267.0
2216223,beijing_meo,2018-04-06 05:00:00,Sunny/clear,8.2,1019.6,25.0,3.9,317.0
2216224,shijingshan_meo,2018-04-06 05:00:00,Sunny/clear,7.8,1016.0,22.0,5.5,320.0
2216225,fengtai_meo,2018-04-06 05:00:00,Sunny/clear,8.5,1017.1,23.0,2.4,53.0
2216226,daxing_meo,2018-04-06 05:00:00,Sunny/clear,8.1,1019.0,25.0,5.4,326.0
2216227,fangshan_meo,2018-04-06 05:00:00,Sunny/clear,7.5,1018.1,23.0,5.9,337.0
2216228,xiayunling_meo,2018-04-06 05:00:00,Sunny/clear,5.7,974.3,27.0,4.9,327.0
2217744,shunyi_meo,2018-04-06 06:00:00,Sunny/clear,8.3,1019.5,22.0,3.7,342.0
2217745,hadian_meo,2018-04-06 06:00:00,Sunny/clear,8.7,1017.8,23.0,3.3,343.0
2217746,yanqing_meo,2018-04-06 06:00:00,Sunny/clear,3.4,965.5,43.0,7.0,357.0
2217747,miyun_meo,2018-04-06 06:00:00,Sunny/clear,8.5,1013.7,24.0,5.0,344.0
2217748,huairou_meo,2018-04-06 06:00:00,Sunny/clear,8.4,1013.3,22.0,4.1,41.0
2217749,shangdianzi_meo,2018-04-06 06:00:00,Sunny/clear,5.2,986.1,36.0,5.2,33.0
2217750,pinggu_meo,2018-04-06 06:00:00,Sunny/clear,7.4,1018.6,30.0,4.4,318.0
2217751,tongzhou_meo,2018-04-06 06:00:00,Sunny/clear,8.6,1020.6,23.0,6.0,333.0
2217752,chaoyang_meo,2018-04-06 06:00:00,Sunny/clear,8.8,1019.0,23.0,3.2,336.0
2217753,pingchang_meo,2018-04-06 06:00:00,Sunny/clear,6.9,1014.7,32.0,4.6,348.0
2217754,zhaitang_meo,2018-04-06 06:00:00,Sunny/clear,4.8,971.6,33.0,1.7,315.0
2217755,mentougou_meo,2018-04-06 06:00:00,Sunny/clear,6.7,1013.7,35.0,5.3,279.0
2217756,beijing_meo,2018-04-06 06:00:00,Sunny/clear,8.7,1019.4,20.0,7.5,350.0
2217757,shijingshan_meo,2018-04-06 06:00:00,Sunny/clear,7.4,1016.0,29.0,6.5,300.0
2217758,fengtai_meo,2018-04-06 06:00:00,Sunny/clear,8.2,1017.1,34.0,4.9,279.0
2217759,daxing_meo,2018-04-06 06:00:00,Sunny/clear,8.2,1019.1,27.0,4.1,301.0
2217760,fangshan_meo,2018-04-06 06:00:00,Sunny/clear,7.2,1018.3,27.0,9.0,323.0
2217761,xiayunling_meo,2018-04-06 06:00:00,Sunny/clear,5.5,974.4,26.0,3.5,28.0
2219277,shunyi_meo,2018-04-06 07:00:00,Sunny/clear,9.3,1019.1,21.0,4.2,330.0
2219278,hadian_meo,2018-04-06 07:00:00,Sunny/clear,8.2,1018.1,32.0,3.5,303.0
2219279,yanqing_meo,2018-04-06 07:00:00,Sunny/clear,3.0,965.8,40.0,7.7,320.0
2219280,miyun_meo,2018-04-06 07:00:00,Sunny/clear,8.8,1014.0,23.0,6.2,332.0
2219281,huairou_meo,2018-04-06 07:00:00,Sunny/clear,8.7,1013.5,23.0,5.2,331.0
2219282,shangdianzi_meo,2018-04-06 07:00:00,Sunny/clear,5.1,986.6,38.0,2.9,11.0
2219283,pinggu_meo,2018-04-06 07:00:00,Sunny/clear,8.4,1018.1,28.0,4.8,335.0
2219284,tongzhou_meo,2018-04-06 07:00:00,Sunny/clear,8.8,1020.1,23.0,6.7,321.0
2219285,chaoyang_meo,2018-04-06 07:00:00,Sunny/clear,8.9,1019.0,23.0,5.0,301.0
2219286,pingchang_meo,2018-04-06 07:00:00,Sunny/clear,8.0,1014.6,26.0,4.0,309.0
2219287,zhaitang_meo,2018-04-06 07:00:00,Sunny/clear,3.7,971.8,39.0,6.6,271.0
2219288,mentougou_meo,2018-04-06 07:00:00,Sunny/clear,7.3,1013.7,33.0,5.5,281.0
2219289,beijing_meo,2018-04-06 07:00:00,Sunny/clear,7.8,1019.6,31.0,5.1,297.0
2219290,shijingshan_meo,2018-04-06 07:00:00,Sunny/clear,6.9,1016.5,32.0,6.7,351.0
2219291,fengtai_meo,2018-04-06 07:00:00,Sunny/clear,8.2,1017.2,32.0,3.8,303.0
2219292,daxing_meo,2018-04-06 07:00:00,Sunny/clear,8.3,1019.3,33.0,3.4,308.0
2219293,fangshan_meo,2018-04-06 07:00:00,Sunny/clear,7.8,1018.3,26.0,6.9,340.0
2219294,xiayunling_meo,2018-04-06 07:00:00,Sunny/clear,5.7,974.4,29.0,2.5,330.0
2220810,shunyi_meo,2018-04-06 08:00:00,Sunny/clear,9.0,1019.5,24.0,3.7,360.0
2220811,hadian_meo,2018-04-06 08:00:00,Sunny/clear,8.8,1018.3,34.0,6.2,295.0
2220812,yanqing_meo,2018-04-06 08:00:00,Sunny/clear,4.3,965.6,36.0,2.3,314.0
2220813,miyun_meo,2018-04-06 08:00:00,Sunny/clear,9.1,1013.7,22.0,4.9,329.0
2220814,huairou_meo,2018-04-06 08:00:00,Sunny/clear,8.8,1013.4,22.0,3.9,325.0
2220815,shangdianzi_meo,2018-04-06 08:00:00,Sunny/clear,6.4,986.4,27.0,7.1,307.0
2220816,pinggu_meo,2018-04-06 08:00:00,Sunny/clear,9.1,1018.3,24.0,6.2,306.0
2220817,tongzhou_meo,2018-04-06 08:00:00,Sunny/clear,9.5,1020.1,23.0,7.4,327.0
2220818,chaoyang_meo,2018-04-06 08:00:00,Sunny/clear,8.6,1019.1,24.0,4.7,314.0
2220819,pingchang_meo,2018-04-06 08:00:00,Sunny/clear,8.6,1014.4,34.0,5.0,273.0
2220820,zhaitang_meo,2018-04-06 08:00:00,Sunny/clear,3.3,972.4,40.0,4.8,283.0
2220821,mentougou_meo,2018-04-06 08:00:00,Sunny/clear,6.5,1014.0,40.0,9.2,260.0
2220822,beijing_meo,2018-04-06 08:00:00,Sunny/clear,8.4,1019.5,32.0,6.9,293.0
2220823,shijingshan_meo,2018-04-06 08:00:00,Sunny/clear,7.6,1016.4,34.0,7.0,297.0
2220824,fengtai_meo,2018-04-06 08:00:00,Sunny/clear,9.0,1017.4,35.0,4.8,281.0
2220825,daxing_meo,2018-04-06 08:00:00,Sunny/clear,8.4,1019.2,35.0,3.9,293.0
